percent_bachelor_or_above,name,state_fips,district,year,congress_session
23.9,"Congressional District 7 (115th Congress), North Carolina",37,07,2016,115th Congress
24.7,"Congressional District 8 (115th Congress), North Carolina",37,08,2016,115th Congress
32.6,"Congressional District 9 (115th Congress), North Carolina",37,09,2016,115th Congress
23.1,"Congressional District 10 (115th Congress), North Carolina",37,10,2016,115th Congress
23.6,"Congressional District 11 (115th Congress), North Carolina",37,11,2016,115th Congress
38.3,"Congressional District 12 (115th Congress), North Carolina",37,12,2016,115th Congress
27.6,"Congressional District 13 (115th Congress), North Carolina",37,13,2016,115th Congress
28.2,"Congressional District (at Large) (115th Congress), North Dakota",38,00,2016,115th Congress
33.1,"Congressional District 1 (115th Congress), Ohio",39,01,2016,115th Congress
30.5,"Congressional District 2 (115th Congress), Ohio",39,02,2016,115th Congress
27.4,"Congressional District 3 (115th Congress), Ohio",39,03,2016,115th Congress
17.0,"Congressional District 4 (115th Congress), Ohio",39,04,2016,115th Congress
25.2,"Congressional District 5 (115th Congress), Ohio",39,05,2016,115th Congress
15.6,"Congressional District 6 (115th Congress), Ohio",39,06,2016,115th Congress
19.5,"Congressional District 7 (115th Congress), Ohio",39,07,2016,115th Congress
23.4,"Congressional District 8 (115th Congress), Ohio",39,08,2016,115th Congress
21.6,"Congressional District 9 (115th Congress), Ohio",39,09,2016,115th Congress
28.3,"Congressional District 10 (115th Congress), Ohio",39,10,2016,115th Congress
26.5,"Congressional District 11 (115th Congress), Ohio",39,11,2016,115th Congress
39.6,"Congressional District 12 (115th Congress), Ohio",39,12,2016,115th Congress
21.7,"Congressional District 13 (115th Congress), Ohio",39,13,2016,115th Congress
33.7,"Congressional District 14 (115th Congress), Ohio",39,14,2016,115th Congress
30.2,"Congressional District 15 (115th Congress), Ohio",39,15,2016,115th Congress
32.4,"Congressional District 16 (115th Congress), Ohio",39,16,2016,115th Congress
29.3,"Congressional District 1 (115th Congress), Oklahoma",40,01,2016,115th Congress
16.7,"Congressional District 2 (115th Congress), Oklahoma",40,02,2016,115th Congress
22.1,"Congressional District 3 (115th Congress), Oklahoma",40,03,2016,115th Congress
24.2,"Congressional District 4 (115th Congress), Oklahoma",40,04,2016,115th Congress
29.8,"Congressional District 5 (115th Congress), Oklahoma",40,05,2016,115th Congress
39.1,"Congressional District 1 (115th Congress), Oregon",41,01,2016,115th Congress
23.7,"Congressional District 2 (115th Congress), Oregon",41,02,2016,115th Congress
38.6,"Congressional District 3 (115th Congress), Oregon",41,03,2016,115th Congress
25.8,"Congressional District 4 (115th Congress), Oregon",41,04,2016,115th Congress
29.3,"Congressional District 5 (115th Congress), Oregon",41,05,2016,115th Congress
25.7,"Congressional District 1 (115th Congress), Pennsylvania",42,01,2016,115th Congress
34.3,"Congressional District 2 (115th Congress), Pennsylvania",42,02,2016,115th Congress
24.7,"Congressional District 3 (115th Congress), Pennsylvania",42,03,2016,115th Congress
25.6,"Congressional District 4 (115th Congress), Pennsylvania",42,04,2016,115th Congress
23.4,"Congressional District 5 (115th Congress), Pennsylvania",42,05,2016,115th Congress
42.5,"Congressional District 6 (115th Congress), Pennsylvania",42,06,2016,115th Congress
42.2,"Congressional District 7 (115th Congress), Pennsylvania",42,07,2016,115th Congress
38.3,"Congressional District 8 (115th Congress), Pennsylvania",42,08,2016,115th Congress
18.0,"Congressional District 9 (115th Congress), Pennsylvania",42,09,2016,115th Congress
20.9,"Congressional District 10 (115th Congress), Pennsylvania",42,10,2016,115th Congress
23.5,"Congressional District 11 (115th Congress), Pennsylvania",42,11,2016,115th Congress
32.1,"Congressional District 12 (115th Congress), Pennsylvania",42,12,2016,115th Congress
33.6,"Congressional District 13 (115th Congress), Pennsylvania",42,13,2016,115th Congress
32.4,"Congressional District 14 (115th Congress), Pennsylvania",42,14,2016,115th Congress
28.2,"Congressional District 15 (115th Congress), Pennsylvania",42,15,2016,115th Congress
25.4,"Congressional District 16 (115th Congress), Pennsylvania",42,16,2016,115th Congress
21.2,"Congressional District 17 (115th Congress), Pennsylvania",42,17,2016,115th Congress
35.1,"Congressional District 18 (115th Congress), Pennsylvania",42,18,2016,115th Congress
32.2,"Congressional District 1 (115th Congress), Rhode Island",44,01,2016,115th Congress
32.7,"Congressional District 2 (115th Congress), Rhode Island",44,02,2016,115th Congress
38.3,"Congressional District 1 (115th Congress), South Carolina",45,01,2016,115th Congress
32.9,"Congressional District 2 (115th Congress), South Carolina",45,02,2016,115th Congress
20.6,"Congressional District 3 (115th Congress), South Carolina",45,03,2016,115th Congress
30.1,"Congressional District 4 (115th Congress), South Carolina",45,04,2016,115th Congress
22.2,"Congressional District 5 (115th Congress), South Carolina",45,05,2016,115th Congress
19.2,"Congressional District 6 (115th Congress), South Carolina",45,06,2016,115th Congress
20.4,"Congressional District 7 (115th Congress), South Carolina",45,07,2016,115th Congress
27.5,"Congressional District (at Large) (115th Congress), South Dakota",46,00,2016,115th Congress
18.9,"Congressional District 1 (115th Congress), Tennessee",47,01,2016,115th Congress
29.5,"Congressional District 2 (115th Congress), Tennessee",47,02,2016,115th Congress
22.2,"Congressional District 3 (115th Congress), Tennessee",47,03,2016,115th Congress
21.4,"Congressional District 4 (115th Congress), Tennessee",47,04,2016,115th Congress
35.8,"Congressional District 5 (115th Congress), Tennessee",47,05,2016,115th Congress
20.9,"Congressional District 6 (115th Congress), Tennessee",47,06,2016,115th Congress
27.6,"Congressional District 7 (115th Congress), Tennessee",47,07,2016,115th Congress
28.6,"Congressional District 8 (115th Congress), Tennessee",47,08,2016,115th Congress
23.2,"Congressional District 9 (115th Congress), Tennessee",47,09,2016,115th Congress
20.1,"Congressional District 1 (115th Congress), Texas",48,01,2016,115th Congress
40.3,"Congressional District 2 (115th Congress), Texas",48,02,2016,115th Congress
52.3,"Congressional District 3 (115th Congress), Texas",48,03,2016,115th Congress
20.3,"Congressional District 4 (115th Congress), Texas",48,04,2016,115th Congress
19.8,"Congressional District 5 (115th Congress), Texas",48,05,2016,115th Congress
29.5,"Congressional District 6 (115th Congress), Texas",48,06,2016,115th Congress
49.0,"Congressional District 7 (115th Congress), Texas",48,07,2016,115th Congress
29.1,"Congressional District 8 (115th Congress), Texas",48,08,2016,115th Congress
25.1,"Congressional District 9 (115th Congress), Texas",48,09,2016,115th Congress
37.6,"Congressional District 10 (115th Congress), Texas",48,10,2016,115th Congress
20.3,"Congressional District 11 (115th Congress), Texas",48,11,2016,115th Congress
30.3,"Congressional District 12 (115th Congress), Texas",48,12,2016,115th Congress
19.9,"Congressional District 13 (115th Congress), Texas",48,13,2016,115th Congress
22.9,"Congressional District 14 (115th Congress), Texas",48,14,2016,115th Congress
19.0,"Congressional District 15 (115th Congress), Texas",48,15,2016,115th Congress
23.5,"Congressional District 16 (115th Congress), Texas",48,16,2016,115th Congress
29.6,"Congressional District 17 (115th Congress), Texas",48,17,2016,115th Congress
21.0,"Congressional District 18 (115th Congress), Texas",48,18,2016,115th Congress
21.5,"Congressional District 19 (115th Congress), Texas",48,19,2016,115th Congress
23.6,"Congressional District 20 (115th Congress), Texas",48,20,2016,115th Congress
44.8,"Congressional District 21 (115th Congress), Texas",48,21,2016,115th Congress
43.9,"Congressional District 22 (115th Congress), Texas",48,22,2016,115th Congress
21.4,"Congressional District 23 (115th Congress), Texas",48,23,2016,115th Congress
44.2,"Congressional District 24 (115th Congress), Texas",48,24,2016,115th Congress
35.8,"Congressional District 25 (115th Congress), Texas",48,25,2016,115th Congress
41.4,"Congressional District 26 (115th Congress), Texas",48,26,2016,115th Congress
18.7,"Congressional District 27 (115th Congress), Texas",48,27,2016,115th Congress
17.7,"Congressional District 28 (115th Congress), Texas",48,28,2016,115th Congress
9.3,"Congressional District 29 (115th Congress), Texas",48,29,2016,115th Congress
19.8,"Congressional District 30 (115th Congress), Texas",48,30,2016,115th Congress
33.7,"Congressional District 31 (115th Congress), Texas",48,31,2016,115th Congress
43.0,"Congressional District 32 (115th Congress), Texas",48,32,2016,115th Congress
9.4,"Congressional District 33 (115th Congress), Texas",48,33,2016,115th Congress
15.1,"Congressional District 34 (115th Congress), Texas",48,34,2016,115th Congress
19.0,"Congressional District 35 (115th Congress), Texas",48,35,2016,115th Congress
18.8,"Congressional District 36 (115th Congress), Texas",48,36,2016,115th Congress
28.5,"Congressional District 1 (115th Congress), Utah",49,01,2016,115th Congress
31.4,"Congressional District 2 (115th Congress), Utah",49,02,2016,115th Congress
39.3,"Congressional District 3 (115th Congress), Utah",49,03,2016,115th Congress
28.2,"Congressional District 4 (115th Congress), Utah",49,04,2016,115th Congress
36.2,"Congressional District (at Large) (115th Congress), Vermont",50,00,2016,115th Congress
35.2,"Congressional District 1 (115th Congress), Virginia",51,01,2016,115th Congress
33.2,"Congressional District 2 (115th Congress), Virginia",51,02,2016,115th Congress
25.3,"Congressional District 3 (115th Congress), Virginia",51,03,2016,115th Congress
27.6,"Congressional District 4 (115th Congress), Virginia",51,04,2016,115th Congress
26.5,"Congressional District 5 (115th Congress), Virginia",51,05,2016,115th Congress
26.6,"Congressional District 6 (115th Congress), Virginia",51,06,2016,115th Congress
37.3,"Congressional District 7 (115th Congress), Virginia",51,07,2016,115th Congress
61.1,"Congressional District 8 (115th Congress), Virginia",51,08,2016,115th Congress
19.7,"Congressional District 9 (115th Congress), Virginia",51,09,2016,115th Congress
54.4,"Congressional District 10 (115th Congress), Virginia",51,10,2016,115th Congress
54.4,"Congressional District 11 (115th Congress), Virginia",51,11,2016,115th Congress
41.6,"Congressional District 1 (115th Congress), Washington",53,01,2016,115th Congress
30.0,"Congressional District 2 (115th Congress), Washington",53,02,2016,115th Congress
23.8,"Congressional District 3 (115th Congress), Washington",53,03,2016,115th Congress
19.6,"Congressional District 4 (115th Congress), Washington",53,04,2016,115th Congress
28.4,"Congressional District 5 (115th Congress), Washington",53,05,2016,115th Congress
28.6,"Congressional District 6 (115th Congress), Washington",53,06,2016,115th Congress
58.2,"Congressional District 7 (115th Congress), Washington",53,07,2016,115th Congress
33.0,"Congressional District 8 (115th Congress), Washington",53,08,2016,115th Congress
40.3,"Congressional District 9 (115th Congress), Washington",53,09,2016,115th Congress
26.7,"Congressional District 10 (115th Congress), Washington",53,10,2016,115th Congress
21.8,"Congressional District 1 (115th Congress), West Virginia",54,01,2016,115th Congress
21.2,"Congressional District 2 (115th Congress), West Virginia",54,02,2016,115th Congress
15.6,"Congressional District 3 (115th Congress), West Virginia",54,03,2016,115th Congress
27.3,"Congressional District 1 (115th Congress), Wisconsin",55,01,2016,115th Congress
40.2,"Congressional District 2 (115th Congress), Wisconsin",55,02,2016,115th Congress
24.3,"Congressional District 3 (115th Congress), Wisconsin",55,03,2016,115th Congress
27.1,"Congressional District 4 (115th Congress), Wisconsin",55,04,2016,115th Congress
35.7,"Congressional District 5 (115th Congress), Wisconsin",55,05,2016,115th Congress
25.2,"Congressional District 6 (115th Congress), Wisconsin",55,06,2016,115th Congress
22.0,"Congressional District 7 (115th Congress), Wisconsin",55,07,2016,115th Congress
24.9,"Congressional District 8 (115th Congress), Wisconsin",55,08,2016,115th Congress
26.0,"Congressional District (at Large) (115th Congress), Wyoming",56,00,2016,115th Congress
,"Resident Commissioner District (at Large) (115th Congress), Puerto Rico",72,98,2016,115th Congress
5.8,"Congressional District 1 (109th Congress), Alabama",01,01,2006,109th Congress
7.6,"Congressional District 2 (109th Congress), Alabama",01,02,2006,109th Congress
7.0,"Congressional District 3 (109th Congress), Alabama",01,03,2006,109th Congress
3.0,"Congressional District 4 (109th Congress), Alabama",01,04,2006,109th Congress
