percent_bachelor_or_above,name,state_fips,district,year,congress_session
13.8,"Congressional District 13 (109th Congress), Pennsylvania",42,13,2006,109th Congress
16.8,"Congressional District 14 (109th Congress), Pennsylvania",42,14,2006,109th Congress
9.4,"Congressional District 15 (109th Congress), Pennsylvania",42,15,2006,109th Congress
9.2,"Congressional District 16 (109th Congress), Pennsylvania",42,16,2006,109th Congress
10.4,"Congressional District 17 (109th Congress), Pennsylvania",42,17,2006,109th Congress
13.5,"Congressional District 18 (109th Congress), Pennsylvania",42,18,2006,109th Congress
7.4,"Congressional District 19 (109th Congress), Pennsylvania",42,19,2006,109th Congress
7.4,"Congressional District 1 (109th Congress), Rhode Island",44,01,2006,109th Congress
6.5,"Congressional District 2 (109th Congress), Rhode Island",44,02,2006,109th Congress
11.5,"Congressional District 1 (109th Congress), South Carolina",45,01,2006,109th Congress
8.6,"Congressional District 2 (109th Congress), South Carolina",45,02,2006,109th Congress
5.0,"Congressional District 3 (109th Congress), South Carolina",45,03,2006,109th Congress
6.6,"Congressional District 4 (109th Congress), South Carolina",45,04,2006,109th Congress
4.1,"Congressional District 5 (109th Congress), South Carolina",45,05,2006,109th Congress
5.7,"Congressional District 6 (109th Congress), South Carolina",45,06,2006,109th Congress
6.0,"Congressional District (at Large) (109th Congress), South Dakota",46,00,2006,109th Congress
5.8,"Congressional District 1 (109th Congress), Tennessee",47,01,2006,109th Congress
9.4,"Congressional District 2 (109th Congress), Tennessee",47,02,2006,109th Congress
8.3,"Congressional District 3 (109th Congress), Tennessee",47,03,2006,109th Congress
3.2,"Congressional District 4 (109th Congress), Tennessee",47,04,2006,109th Congress
11.9,"Congressional District 5 (109th Congress), Tennessee",47,05,2006,109th Congress
6.8,"Congressional District 6 (109th Congress), Tennessee",47,06,2006,109th Congress
8.7,"Congressional District 7 (109th Congress), Tennessee",47,07,2006,109th Congress
4.8,"Congressional District 8 (109th Congress), Tennessee",47,08,2006,109th Congress
6.3,"Congressional District 9 (109th Congress), Tennessee",47,09,2006,109th Congress
5.0,"Congressional District 1 (109th Congress), Texas",48,01,2006,109th Congress
7.5,"Congressional District 2 (109th Congress), Texas",48,02,2006,109th Congress
8.4,"Congressional District 3 (109th Congress), Texas",48,03,2006,109th Congress
5.0,"Congressional District 4 (109th Congress), Texas",48,04,2006,109th Congress
4.9,"Congressional District 5 (109th Congress), Texas",48,05,2006,109th Congress
7.1,"Congressional District 6 (109th Congress), Texas",48,06,2006,109th Congress
15.2,"Congressional District 7 (109th Congress), Texas",48,07,2006,109th Congress
6.3,"Congressional District 8 (109th Congress), Texas",48,08,2006,109th Congress
6.4,"Congressional District 9 (109th Congress), Texas",48,09,2006,109th Congress
9.4,"Congressional District 10 (109th Congress), Texas",48,10,2006,109th Congress
3.4,"Congressional District 11 (109th Congress), Texas",48,11,2006,109th Congress
6.8,"Congressional District 12 (109th Congress), Texas",48,12,2006,109th Congress
3.1,"Congressional District 13 (109th Congress), Texas",48,13,2006,109th Congress
4.8,"Congressional District 14 (109th Congress), Texas",48,14,2006,109th Congress
3.6,"Congressional District 15 (109th Congress), Texas",48,15,2006,109th Congress
3.8,"Congressional District 16 (109th Congress), Texas",48,16,2006,109th Congress
6.8,"Congressional District 17 (109th Congress), Texas",48,17,2006,109th Congress
3.2,"Congressional District 18 (109th Congress), Texas",48,18,2006,109th Congress
7.5,"Congressional District 19 (109th Congress), Texas",48,19,2006,109th Congress
5.4,"Congressional District 20 (109th Congress), Texas",48,20,2006,109th Congress
10.3,"Congressional District 21 (109th Congress), Texas",48,21,2006,109th Congress
7.8,"Congressional District 22 (109th Congress), Texas",48,22,2006,109th Congress
6.4,"Congressional District 23 (109th Congress), Texas",48,23,2006,109th Congress
8.7,"Congressional District 24 (109th Congress), Texas",48,24,2006,109th Congress
6.7,"Congressional District 25 (109th Congress), Texas",48,25,2006,109th Congress
5.9,"Congressional District 26 (109th Congress), Texas",48,26,2006,109th Congress
3.2,"Congressional District 27 (109th Congress), Texas",48,27,2006,109th Congress
2.4,"Congressional District 28 (109th Congress), Texas",48,28,2006,109th Congress
1.8,"Congressional District 29 (109th Congress), Texas",48,29,2006,109th Congress
5.8,"Congressional District 30 (109th Congress), Texas",48,30,2006,109th Congress
5.1,"Congressional District 31 (109th Congress), Texas",48,31,2006,109th Congress
10.0,"Congressional District 32 (109th Congress), Texas",48,32,2006,109th Congress
6.2,"Congressional District 1 (109th Congress), Utah",49,01,2006,109th Congress
6.3,"Congressional District 2 (109th Congress), Utah",49,02,2006,109th Congress
4.8,"Congressional District 3 (109th Congress), Utah",49,03,2006,109th Congress
8.3,"Congressional District (at Large) (109th Congress), Vermont",50,00,2006,109th Congress
8.9,"Congressional District 1 (109th Congress), Virginia",51,01,2006,109th Congress
9.0,"Congressional District 2 (109th Congress), Virginia",51,02,2006,109th Congress
7.0,"Congressional District 3 (109th Congress), Virginia",51,03,2006,109th Congress
7.0,"Congressional District 4 (109th Congress), Virginia",51,04,2006,109th Congress
9.4,"Congressional District 5 (109th Congress), Virginia",51,05,2006,109th Congress
7.4,"Congressional District 6 (109th Congress), Virginia",51,06,2006,109th Congress
11.5,"Congressional District 7 (109th Congress), Virginia",51,07,2006,109th Congress
25.8,"Congressional District 8 (109th Congress), Virginia",51,08,2006,109th Congress
7.7,"Congressional District 9 (109th Congress), Virginia",51,09,2006,109th Congress
16.9,"Congressional District 10 (109th Congress), Virginia",51,10,2006,109th Congress
16.6,"Congressional District 11 (109th Congress), Virginia",51,11,2006,109th Congress
9.3,"Congressional District 1 (109th Congress), Washington",53,01,2006,109th Congress
3.4,"Congressional District 2 (109th Congress), Washington",53,02,2006,109th Congress
5.1,"Congressional District 3 (109th Congress), Washington",53,03,2006,109th Congress
4.7,"Congressional District 4 (109th Congress), Washington",53,04,2006,109th Congress
7.8,"Congressional District 5 (109th Congress), Washington",53,05,2006,109th Congress
4.2,"Congressional District 6 (109th Congress), Washington",53,06,2006,109th Congress
17.2,"Congressional District 7 (109th Congress), Washington",53,07,2006,109th Congress
10.3,"Congressional District 8 (109th Congress), Washington",53,08,2006,109th Congress
9.0,"Congressional District 9 (109th Congress), Washington",53,09,2006,109th Congress
8.8,"Congressional District 1 (109th Congress), West Virginia",54,01,2006,109th Congress
5.7,"Congressional District 2 (109th Congress), West Virginia",54,02,2006,109th Congress
7.1,"Congressional District 3 (109th Congress), West Virginia",54,03,2006,109th Congress
5.4,"Congressional District 1 (109th Congress), Wisconsin",55,01,2006,109th Congress
12.0,"Congressional District 2 (109th Congress), Wisconsin",55,02,2006,109th Congress
5.6,"Congressional District 3 (109th Congress), Wisconsin",55,03,2006,109th Congress
8.0,"Congressional District 4 (109th Congress), Wisconsin",55,04,2006,109th Congress
12.2,"Congressional District 5 (109th Congress), Wisconsin",55,05,2006,109th Congress
6.3,"Congressional District 6 (109th Congress), Wisconsin",55,06,2006,109th Congress
7.2,"Congressional District 7 (109th Congress), Wisconsin",55,07,2006,109th Congress
4.9,"Congressional District 8 (109th Congress), Wisconsin",55,08,2006,109th Congress
6.0,"Congressional District (at Large) (109th Congress), Wyoming",56,00,2006,109th Congress
7.1,"Resident Commissioner District (at Large) (109th Congress), Puerto Rico",72,98,2006,109th Congress
5.9,"Congressional District 1 (110th Congress), Alabama",01,01,2008,110th Congress
6.2,"Congressional District 2 (110th Congress), Alabama",01,02,2008,110th Congress
6.7,"Congressional District 3 (110th Congress), Alabama",01,03,2008,110th Congress
3.9,"Congressional District 4 (110th Congress), Alabama",01,04,2008,110th Congress
6.6,"Congressional District 5 (110th Congress), Alabama",01,05,2008,110th Congress
12.6,"Congressional District 6 (110th Congress), Alabama",01,06,2008,110th Congress
6.4,"Congressional District 7 (110th Congress), Alabama",01,07,2008,110th Congress
5.0,"Congressional District (at Large) (110th Congress), Alaska",02,00,2008,110th Congress
3.4,"Congressional District 1 (110th Congress), Arizona",04,01,2008,110th Congress
4.8,"Congressional District 2 (110th Congress), Arizona",04,02,2008,110th Congress
8.2,"Congressional District 3 (110th Congress), Arizona",04,03,2008,110th Congress
3.3,"Congressional District 4 (110th Congress), Arizona",04,04,2008,110th Congress
13.3,"Congressional District 5 (110th Congress), Arizona",04,05,2008,110th Congress
7.1,"Congressional District 6 (110th Congress), Arizona",04,06,2008,110th Congress
4.9,"Congressional District 7 (110th Congress), Arizona",04,07,2008,110th Congress
6.5,"Congressional District 8 (110th Congress), Arizona",04,08,2008,110th Congress
3.9,"Congressional District 1 (110th Congress), Arkansas",05,01,2008,110th Congress
8.6,"Congressional District 2 (110th Congress), Arkansas",05,02,2008,110th Congress
7.4,"Congressional District 3 (110th Congress), Arkansas",05,03,2008,110th Congress
3.5,"Congressional District 4 (110th Congress), Arkansas",05,04,2008,110th Congress
8.2,"Congressional District 1 (110th Congress), California",06,01,2008,110th Congress
4.1,"Congressional District 2 (110th Congress), California",06,02,2008,110th Congress
6.1,"Congressional District 3 (110th Congress), California",06,03,2008,110th Congress
7.3,"Congressional District 4 (110th Congress), California",06,04,2008,110th Congress
6.7,"Congressional District 5 (110th Congress), California",06,05,2008,110th Congress
8.2,"Congressional District 6 (110th Congress), California",06,06,2008,110th Congress
7.7,"Congressional District 7 (110th Congress), California",06,07,2008,110th Congress
27.2,"Congressional District 8 (110th Congress), California",06,08,2008,110th Congress
12.0,"Congressional District 9 (110th Congress), California",06,09,2008,110th Congress
10.4,"Congressional District 10 (110th Congress), California",06,10,2008,110th Congress
7.5,"Congressional District 11 (110th Congress), California",06,11,2008,110th Congress
13.9,"Congressional District 12 (110th Congress), California",06,12,2008,110th Congress
10.5,"Congressional District 13 (110th Congress), California",06,13,2008,110th Congress
16.5,"Congressional District 14 (110th Congress), California",06,14,2008,110th Congress
15.2,"Congressional District 15 (110th Congress), California",06,15,2008,110th Congress
10.1,"Congressional District 16 (110th Congress), California",06,16,2008,110th Congress
6.5,"Congressional District 17 (110th Congress), California",06,17,2008,110th Congress
2.7,"Congressional District 18 (110th Congress), California",06,18,2008,110th Congress
4.0,"Congressional District 19 (110th Congress), California",06,19,2008,110th Congress
1.6,"Congressional District 20 (110th Congress), California",06,20,2008,110th Congress
4.2,"Congressional District 21 (110th Congress), California",06,21,2008,110th Congress
5.0,"Congressional District 22 (110th Congress), California",06,22,2008,110th Congress
7.2,"Congressional District 23 (110th Congress), California",06,23,2008,110th Congress
8.0,"Congressional District 24 (110th Congress), California",06,24,2008,110th Congress
4.6,"Congressional District 25 (110th Congress), California",06,25,2008,110th Congress
9.6,"Congressional District 26 (110th Congress), California",06,26,2008,110th Congress
12.0,"Congressional District 27 (110th Congress), California",06,27,2008,110th Congress
8.3,"Congressional District 28 (110th Congress), California",06,28,2008,110th Congress
13.9,"Congressional District 29 (110th Congress), California",06,29,2008,110th Congress
25.1,"Congressional District 30 (110th Congress), California",06,30,2008,110th Congress
8.0,"Congressional District 31 (110th Congress), California",06,31,2008,110th Congress
5.7,"Congressional District 32 (110th Congress), California",06,32,2008,110th Congress
11.7,"Congressional District 33 (110th Congress), California",06,33,2008,110th Congress
4.0,"Congressional District 34 (110th Congress), California",06,34,2008,110th Congress
4.4,"Congressional District 35 (110th Congress), California",06,35,2008,110th Congress
14.6,"Congressional District 36 (110th Congress), California",06,36,2008,110th Congress
5.2,"Congressional District 37 (110th Congress), California",06,37,2008,110th Congress
4.4,"Congressional District 38 (110th Congress), California",06,38,2008,110th Congress
5.6,"Congressional District 39 (110th Congress), California",06,39,2008,110th Congress
8.3,"Congressional District 40 (110th Congress), California",06,40,2008,110th Congress
4.9,"Congressional District 41 (110th Congress), California",06,41,2008,110th Congress
10.0,"Congressional District 42 (110th Congress), California",06,42,2008,110th Congress
3.0,"Congressional District 43 (110th Congress), California",06,43,2008,110th Congress
5.4,"Congressional District 44 (110th Congress), California",06,44,2008,110th Congress
4.1,"Congressional District 45 (110th Congress), California",06,45,2008,110th Congress
11.1,"Congressional District 46 (110th Congress), California",06,46,2008,110th Congress
4.8,"Congressional District 47 (110th Congress), California",06,47,2008,110th Congress
16.8,"Congressional District 48 (110th Congress), California",06,48,2008,110th Congress
3.6,"Congressional District 49 (110th Congress), California",06,49,2008,110th Congress
10.4,"Congressional District 50 (110th Congress), California",06,50,2008,110th Congress
4.8,"Congressional District 51 (110th Congress), California",06,51,2008,110th Congress
8.8,"Congressional District 52 (110th Congress), California",06,52,2008,110th Congress
11.8,"Congressional District 53 (110th Congress), California",06,53,2008,110th Congress
14.4,"Congressional District 1 (110th Congress), Colorado",08,01,2008,110th Congress
11.9,"Congressional District 2 (110th Congress), Colorado",08,02,2008,110th Congress
6.0,"Congressional District 3 (110th Congress), Colorado",08,03,2008,110th Congress
9.3,"Congressional District 4 (110th Congress), Colorado",08,04,2008,110th Congress
6.4,"Congressional District 5 (110th Congress), Colorado",08,05,2008,110th Congress
13.4,"Congressional District 6 (110th Congress), Colorado",08,06,2008,110th Congress
6.9,"Congressional District 7 (110th Congress), Colorado",08,07,2008,110th Congress
13.4,"Congressional District 1 (110th Congress), Connecticut",09,01,2008,110th Congress
9.1,"Congressional District 2 (110th Congress), Connecticut",09,02,2008,110th Congress
15.3,"Congressional District 3 (110th Congress), Connecticut",09,03,2008,110th Congress
15.8,"Congressional District 4 (110th Congress), Connecticut",09,04,2008,110th Congress
11.3,"Congressional District 5 (110th Congress), Connecticut",09,05,2008,110th Congress
9.2,"Congressional District (at Large) (110th Congress), Delaware",10,00,2008,110th Congress
25.7,"Delegate District (at Large) (110th Congress), District of Columbia",11,98,2008,110th Congress
5.6,"Congressional District 1 (110th Congress), Florida",12,01,2008,110th Congress
6.7,"Congressional District 2 (110th Congress), Florida",12,02,2008,110th Congress
5.0,"Congressional District 3 (110th Congress), Florida",12,03,2008,110th Congress
7.5,"Congressional District 4 (110th Congress), Florida",12,04,2008,110th Congress
3.7,"Congressional District 5 (110th Congress), Florida",12,05,2008,110th Congress
9.0,"Congressional District 6 (110th Congress), Florida",12,06,2008,110th Congress
6.5,"Congressional District 7 (110th Congress), Florida",12,07,2008,110th Congress
11.3,"Congressional District 8 (110th Congress), Florida",12,08,2008,110th Congress
10.1,"Congressional District 9 (110th Congress), Florida",12,09,2008,110th Congress
8.3,"Congressional District 10 (110th Congress), Florida",12,10,2008,110th Congress
7.6,"Congressional District 11 (110th Congress), Florida",12,11,2008,110th Congress
6.2,"Congressional District 12 (110th Congress), Florida",12,12,2008,110th Congress
6.1,"Congressional District 13 (110th Congress), Florida",12,13,2008,110th Congress
6.9,"Congressional District 14 (110th Congress), Florida",12,14,2008,110th Congress
6.7,"Congressional District 15 (110th Congress), Florida",12,15,2008,110th Congress
4.6,"Congressional District 16 (110th Congress), Florida",12,16,2008,110th Congress
4.8,"Congressional District 17 (110th Congress), Florida",12,17,2008,110th Congress
10.2,"Congressional District 18 (110th Congress), Florida",12,18,2008,110th Congress
8.8,"Congressional District 19 (110th Congress), Florida",12,19,2008,110th Congress
13.6,"Congressional District 20 (110th Congress), Florida",12,20,2008,110th Congress
8.7,"Congressional District 21 (110th Congress), Florida",12,21,2008,110th Congress
12.1,"Congressional District 22 (110th Congress), Florida",12,22,2008,110th Congress
4.6,"Congressional District 23 (110th Congress), Florida",12,23,2008,110th Congress
9.0,"Congressional District 24 (110th Congress), Florida",12,24,2008,110th Congress
6.5,"Congressional District 25 (110th Congress), Florida",12,25,2008,110th Congress
5.1,"Congressional District 1 (110th Congress), Georgia",13,01,2008,110th Congress
5.3,"Congressional District 2 (110th Congress), Georgia",13,02,2008,110th Congress
5.3,"Congressional District 3 (110th Congress), Georgia",13,03,2008,110th Congress
8.7,"Congressional District 4 (110th Congress), Georgia",13,04,2008,110th Congress
16.9,"Congressional District 5 (110th Congress), Georgia",13,05,2008,110th Congress
13.7,"Congressional District 6 (110th Congress), Georgia",13,06,2008,110th Congress
8.6,"Congressional District 7 (110th Congress), Georgia",13,07,2008,110th Congress
4.7,"Congressional District 8 (110th Congress), Georgia",13,08,2008,110th Congress
4.6,"Congressional District 9 (110th Congress), Georgia",13,09,2008,110th Congress
7.3,"Congressional District 10 (110th Congress), Georgia",13,10,2008,110th Congress
6.0,"Congressional District 11 (110th Congress), Georgia",13,11,2008,110th Congress
4.7,"Congressional District 12 (110th Congress), Georgia",13,12,2008,110th Congress
6.9,"Congressional District 13 (110th Congress), Georgia",13,13,2008,110th Congress
9.2,"Congressional District 1 (110th Congress), Hawaii",15,01,2008,110th Congress
5.6,"Congressional District 2 (110th Congress), Hawaii",15,02,2008,110th Congress
5.9,"Congressional District 1 (110th Congress), Idaho",16,01,2008,110th Congress
5.4,"Congressional District 2 (110th Congress), Idaho",16,02,2008,110th Congress
8.1,"Congressional District 1 (110th Congress), Illinois",17,01,2008,110th Congress
5.0,"Congressional District 2 (110th Congress), Illinois",17,02,2008,110th Congress
10.2,"Congressional District 3 (110th Congress), Illinois",17,03,2008,110th Congress
10.0,"Congressional District 4 (110th Congress), Illinois",17,04,2008,110th Congress
24.4,"Congressional District 5 (110th Congress), Illinois",17,05,2008,110th Congress
13.0,"Congressional District 6 (110th Congress), Illinois",17,06,2008,110th Congress
15.1,"Congressional District 7 (110th Congress), Illinois",17,07,2008,110th Congress
12.1,"Congressional District 8 (110th Congress), Illinois",17,08,2008,110th Congress
16.5,"Congressional District 9 (110th Congress), Illinois",17,09,2008,110th Congress
13.8,"Congressional District 10 (110th Congress), Illinois",17,10,2008,110th Congress
7.7,"Congressional District 11 (110th Congress), Illinois",17,11,2008,110th Congress
7.9,"Congressional District 12 (110th Congress), Illinois",17,12,2008,110th Congress
15.8,"Congressional District 13 (110th Congress), Illinois",17,13,2008,110th Congress
9.6,"Congressional District 14 (110th Congress), Illinois",17,14,2008,110th Congress
10.2,"Congressional District 15 (110th Congress), Illinois",17,15,2008,110th Congress
7.5,"Congressional District 16 (110th Congress), Illinois",17,16,2008,110th Congress
5.3,"Congressional District 17 (110th Congress), Illinois",17,17,2008,110th Congress
10.6,"Congressional District 18 (110th Congress), Illinois",17,18,2008,110th Congress
6.9,"Congressional District 19 (110th Congress), Illinois",17,19,2008,110th Congress
6.6,"Congressional District 1 (110th Congress), Indiana",18,01,2008,110th Congress
6.4,"Congressional District 2 (110th Congress), Indiana",18,02,2008,110th Congress
7.9,"Congressional District 3 (110th Congress), Indiana",18,03,2008,110th Congress
9.5,"Congressional District 4 (110th Congress), Indiana",18,04,2008,110th Congress
11.9,"Congressional District 5 (110th Congress), Indiana",18,05,2008,110th Congress
5.9,"Congressional District 6 (110th Congress), Indiana",18,06,2008,110th Congress
9.1,"Congressional District 7 (110th Congress), Indiana",18,07,2008,110th Congress
6.4,"Congressional District 8 (110th Congress), Indiana",18,08,2008,110th Congress
7.6,"Congressional District 9 (110th Congress), Indiana",18,09,2008,110th Congress
10.0,"Congressional District 1 (110th Congress), Iowa",19,01,2008,110th Congress
10.8,"Congressional District 2 (110th Congress), Iowa",19,02,2008,110th Congress
11.7,"Congressional District 3 (110th Congress), Iowa",19,03,2008,110th Congress
10.0,"Congressional District 4 (110th Congress), Iowa",19,04,2008,110th Congress
6.7,"Congressional District 5 (110th Congress), Iowa",19,05,2008,110th Congress
5.9,"Congressional District 1 (110th Congress), Kansas",20,01,2008,110th Congress
7.6,"Congressional District 2 (110th Congress), Kansas",20,02,2008,110th Congress
14.5,"Congressional District 3 (110th Congress), Kansas",20,03,2008,110th Congress
8.2,"Congressional District 4 (110th Congress), Kansas",20,04,2008,110th Congress
4.1,"Congressional District 1 (110th Congress), Kentucky",21,01,2008,110th Congress
4.6,"Congressional District 2 (110th Congress), Kentucky",21,02,2008,110th Congress
10.8,"Congressional District 3 (110th Congress), Kentucky",21,03,2008,110th Congress
8.1,"Congressional District 4 (110th Congress), Kentucky",21,04,2008,110th Congress
4.2,"Congressional District 5 (110th Congress), Kentucky",21,05,2008,110th Congress
10.0,"Congressional District 6 (110th Congress), Kentucky",21,06,2008,110th Congress
8.5,"Congressional District 1 (110th Congress), Louisiana",22,01,2008,110th Congress
6.4,"Congressional District 2 (110th Congress), Louisiana",22,02,2008,110th Congress
4.0,"Congressional District 3 (110th Congress), Louisiana",22,03,2008,110th Congress
4.7,"Congressional District 4 (110th Congress), Louisiana",22,04,2008,110th Congress
4.0,"Congressional District 5 (110th Congress), Louisiana",22,05,2008,110th Congress
8.9,"Congressional District 6 (110th Congress), Louisiana",22,06,2008,110th Congress
4.9,"Congressional District 7 (110th Congress), Louisiana",22,07,2008,110th Congress
9.4,"Congressional District 1 (110th Congress), Maine",23,01,2008,110th Congress
5.6,"Congressional District 2 (110th Congress), Maine",23,02,2008,110th Congress
8.8,"Congressional District 1 (110th Congress), Maryland",24,01,2008,110th Congress
10.1,"Congressional District 2 (110th Congress), Maryland",24,02,2008,110th Congress
17.8,"Congressional District 3 (110th Congress), Maryland",24,03,2008,110th Congress
12.7,"Congressional District 4 (110th Congress), Maryland",24,04,2008,110th Congress
9.7,"Congressional District 5 (110th Congress), Maryland",24,05,2008,110th Congress
9.5,"Congressional District 6 (110th Congress), Maryland",24,06,2008,110th Congress
10.5,"Congressional District 7 (110th Congress), Maryland",24,07,2008,110th Congress
21.6,"Congressional District 8 (110th Congress), Maryland",24,08,2008,110th Congress
7.4,"Congressional District 1 (110th Congress), Massachusetts",25,01,2008,110th Congress
10.3,"Congressional District 2 (110th Congress), Massachusetts",25,02,2008,110th Congress
13.0,"Congressional District 3 (110th Congress), Massachusetts",25,03,2008,110th Congress
15.4,"Congressional District 4 (110th Congress), Massachusetts",25,04,2008,110th Congress
12.2,"Congressional District 5 (110th Congress), Massachusetts",25,05,2008,110th Congress
15.0,"Congressional District 6 (110th Congress), Massachusetts",25,06,2008,110th Congress
19.6,"Congressional District 7 (110th Congress), Massachusetts",25,07,2008,110th Congress
25.1,"Congressional District 8 (110th Congress), Massachusetts",25,08,2008,110th Congress
16.4,"Congressional District 9 (110th Congress), Massachusetts",25,09,2008,110th Congress
15.3,"Congressional District 10 (110th Congress), Massachusetts",25,10,2008,110th Congress
5.2,"Congressional District 1 (110th Congress), Michigan",26,01,2008,110th Congress
5.8,"Congressional District 2 (110th Congress), Michigan",26,02,2008,110th Congress
8.6,"Congressional District 3 (110th Congress), Michigan",26,03,2008,110th Congress
4.7,"Congressional District 4 (110th Congress), Michigan",26,04,2008,110th Congress
5.1,"Congressional District 5 (110th Congress), Michigan",26,05,2008,110th Congress
8.1,"Congressional District 6 (110th Congress), Michigan",26,06,2008,110th Congress
7.4,"Congressional District 7 (110th Congress), Michigan",26,07,2008,110th Congress
11.0,"Congressional District 8 (110th Congress), Michigan",26,08,2008,110th Congress
16.3,"Congressional District 9 (110th Congress), Michigan",26,09,2008,110th Congress
7.2,"Congressional District 10 (110th Congress), Michigan",26,10,2008,110th Congress
10.7,"Congressional District 11 (110th Congress), Michigan",26,11,2008,110th Congress
7.3,"Congressional District 12 (110th Congress), Michigan",26,12,2008,110th Congress
3.6,"Congressional District 13 (110th Congress), Michigan",26,13,2008,110th Congress
4.9,"Congressional District 14 (110th Congress), Michigan",26,14,2008,110th Congress
12.2,"Congressional District 15 (110th Congress), Michigan",26,15,2008,110th Congress
8.1,"Congressional District 1 (110th Congress), Minnesota",27,01,2008,110th Congress
9.7,"Congressional District 2 (110th Congress), Minnesota",27,02,2008,110th Congress
15.1,"Congressional District 3 (110th Congress), Minnesota",27,03,2008,110th Congress
13.6,"Congressional District 4 (110th Congress), Minnesota",27,04,2008,110th Congress
17.3,"Congressional District 5 (110th Congress), Minnesota",27,05,2008,110th Congress
10.1,"Congressional District 6 (110th Congress), Minnesota",27,06,2008,110th Congress
6.8,"Congressional District 7 (110th Congress), Minnesota",27,07,2008,110th Congress
6.5,"Congressional District 8 (110th Congress), Minnesota",27,08,2008,110th Congress
5.1,"Congressional District 1 (110th Congress), Mississippi",28,01,2008,110th Congress
4.2,"Congressional District 2 (110th Congress), Mississippi",28,02,2008,110th Congress
7.7,"Congressional District 3 (110th Congress), Mississippi",28,03,2008,110th Congress
5.4,"Congressional District 4 (110th Congress), Mississippi",28,04,2008,110th Congress
9.7,"Congressional District 1 (110th Congress), Missouri",29,01,2008,110th Congress
13.9,"Congressional District 2 (110th Congress), Missouri",29,02,2008,110th Congress
12.7,"Congressional District 3 (110th Congress), Missouri",29,03,2008,110th Congress
5.0,"Congressional District 4 (110th Congress), Missouri",29,04,2008,110th Congress
9.8,"Congressional District 5 (110th Congress), Missouri",29,05,2008,110th Congress
8.4,"Congressional District 6 (110th Congress), Missouri",29,06,2008,110th Congress
6.7,"Congressional District 7 (110th Congress), Missouri",29,07,2008,110th Congress
3.2,"Congressional District 8 (110th Congress), Missouri",29,08,2008,110th Congress
9.6,"Congressional District 9 (110th Congress), Missouri",29,09,2008,110th Congress
6.5,"Congressional District (at Large) (110th Congress), Montana",30,00,2008,110th Congress
10.6,"Congressional District 1 (110th Congress), Nebraska",31,01,2008,110th Congress
12.3,"Congressional District 2 (110th Congress), Nebraska",31,02,2008,110th Congress
6.5,"Congressional District 3 (110th Congress), Nebraska",31,03,2008,110th Congress
3.6,"Congressional District 1 (110th Congress), Nevada",32,01,2008,110th Congress
4.0,"Congressional District 2 (110th Congress), Nevada",32,02,2008,110th Congress
9.1,"Congressional District 3 (110th Congress), Nevada",32,03,2008,110th Congress
12.3,"Congressional District 1 (110th Congress), New Hampshire",33,01,2008,110th Congress
9.5,"Congressional District 2 (110th Congress), New Hampshire",33,02,2008,110th Congress
11.0,"Congressional District 1 (110th Congress), New Jersey",34,01,2008,110th Congress
6.4,"Congressional District 2 (110th Congress), New Jersey",34,02,2008,110th Congress
12.8,"Congressional District 3 (110th Congress), New Jersey",34,03,2008,110th Congress
11.1,"Congressional District 4 (110th Congress), New Jersey",34,04,2008,110th Congress
18.6,"Congressional District 5 (110th Congress), New Jersey",34,05,2008,110th Congress
11.3,"Congressional District 6 (110th Congress), New Jersey",34,06,2008,110th Congress
17.1,"Congressional District 7 (110th Congress), New Jersey",34,07,2008,110th Congress
12.0,"Congressional District 8 (110th Congress), New Jersey",34,08,2008,110th Congress
18.8,"Congressional District 9 (110th Congress), New Jersey",34,09,2008,110th Congress
7.4,"Congressional District 10 (110th Congress), New Jersey",34,10,2008,110th Congress
17.9,"Congressional District 11 (110th Congress), New Jersey",34,11,2008,110th Congress
17.8,"Congressional District 12 (110th Congress), New Jersey",34,12,2008,110th Congress
14.3,"Congressional District 13 (110th Congress), New Jersey",34,13,2008,110th Congress
6.5,"Congressional District 1 (110th Congress), New Mexico",35,01,2008,110th Congress
4.0,"Congressional District 2 (110th Congress), New Mexico",35,02,2008,110th Congress
4.0,"Congressional District 3 (110th Congress), New Mexico",35,03,2008,110th Congress
12.6,"Congressional District 1 (110th Congress), New York",36,01,2008,110th Congress
14.2,"Congressional District 2 (110th Congress), New York",36,02,2008,110th Congress
20.4,"Congressional District 3 (110th Congress), New York",36,03,2008,110th Congress
17.6,"Congressional District 4 (110th Congress), New York",36,04,2008,110th Congress
18.3,"Congressional District 5 (110th Congress), New York",36,05,2008,110th Congress
10.7,"Congressional District 6 (110th Congress), New York",36,06,2008,110th Congress
11.7,"Congressional District 7 (110th Congress), New York",36,07,2008,110th Congress
21.3,"Congressional District 8 (110th Congress), New York",36,08,2008,110th Congress
18.6,"Congressional District 9 (110th Congress), New York",36,09,2008,110th Congress
9.3,"Congressional District 10 (110th Congress), New York",36,10,2008,110th Congress
14.0,"Congressional District 11 (110th Congress), New York",36,11,2008,110th Congress
15.8,"Congressional District 12 (110th Congress), New York",36,12,2008,110th Congress
15.6,"Congressional District 13 (110th Congress), New York",36,13,2008,110th Congress
40.2,"Congressional District 14 (110th Congress), New York",36,14,2008,110th Congress
15.4,"Congressional District 15 (110th Congress), New York",36,15,2008,110th Congress
4.0,"Congressional District 16 (110th Congress), New York",36,16,2008,110th Congress
