district,year,full_name,ranks
KENTUCKY 1,2012,Ed Whitfield,40
KENTUCKY 1,2012,Charles Kendall Hatchett,23
KENTUCKY 2,2012,Brett Guthrie,94
KENTUCKY 2,2012,David Lynn Williams,4
KENTUCKY 3,2012,Brooks Wicker,500
KENTUCKY 3,2012,John A. Yarmuth,6
KENTUCKY 4,2012,Thomas Massie,20
KENTUCKY 4,2012,William R. ‘‘Bill’’ Adkins,9
KENTUCKY 5,2012,Harold Rogers,152
KENTUCKY 5,2012,Kenneth S. Stepp,31
KENTUCKY 6,2012,Garland ‘‘Andy’’ Barr,500
KENTUCKY 6,2012,Ben Chandler,44
LOUISIANA 1,2012,Gary King,47
LOUISIANA 1,2012,Steve Scalise,159
LOUISIANA 1,2012,M. V. ‘‘Vinny’’ Mendoza,500
LOUISIANA 2,2012,Dwayne Bailey,169
LOUISIANA 2,2012,Josue Larose,500
LOUISIANA 2,2012,Gary Landrieu,47
LOUISIANA 2,2012,Cedric L. Richmond,500
LOUISIANA 3,2012,Bryan Barrilleaux,46
LOUISIANA 3,2012,"Charles W. Boustany, Jr.",23
LOUISIANA 3,2012,Jeffrey M. Landry,15
LOUISIANA 3,2012,‘‘Ron’’ Richard,500
LOUISIANA 4,2012,John Fleming,6
LOUISIANA 5,2012,Rodney Alexander,74
LOUISIANA 6,2012,Bill Cassidy,9
MAINE 1,2012,Jonathan T. E. Courtney,32
MAINE 1,2012,Chellie Pingree,500
MAINE 2,2012,Kevin L. Raye,13
MAINE 2,2012,Michael H. Michaud,1
MARYLAND 1,2012,Andy Harris,28
MARYLAND 1,2012,Wendy Rosen,36
MARYLAND 2,2012,Nancy C. Jacobs,78
MARYLAND 2,2012,C. A. Dutch Ruppersberger,500
MARYLAND 3,2012,Eric Delano Knowles,14
MARYLAND 3,2012,John P. Sarbanes,6
MARYLAND 4,2012,Faith M. Loudon,500
MARYLAND 4,2012,Donna F. Edwards,64
MARYLAND 5,2012,Tony O’Donnell,80
MARYLAND 5,2012,Steny H. Hoyer,500
MARYLAND 6,2012,Roscoe G. Bartlett,500
MARYLAND 6,2012,John Delaney,6
MARYLAND 7,2012,Frank C. Mirabile,65
MARYLAND 7,2012,Elijah E. Cummings,500
MARYLAND 8,2012,Ken Timmerman,31
MARYLAND 8,2012,Chris Van Hollen,109
MASSACHUSETTS 1,2012,Richard E. Neal,16
MASSACHUSETTS 2,2012,James P. McGovern,5
MASSACHUSETTS 3,2012,Jonathan A. Golnik,32
MASSACHUSETTS 3,2012,Niki Tsongas,500
MASSACHUSETTS 4,2012,Sean Bielat,39
MASSACHUSETTS 4,2012,Joseph P. Kennedy III,11
MASSACHUSETTS 5,2012,Tom Tierney,20
MASSACHUSETTS 5,2012,Edward J. Markey,40
MASSACHUSETTS 6,2012,Richard R. Tisei,16
MASSACHUSETTS 6,2012,John F. Tierney,6
MASSACHUSETTS 7,2012,Michael E. Capuano,1
MASSACHUSETTS 8,2012,Joe Selvaggi,107
MASSACHUSETTS 8,2012,Stephen F. Lynch,33
MASSACHUSETTS 9,2012,Christopher Sheldon,2
MASSACHUSETTS 9,2012,William R. Keating,9
MICHIGAN 1,2012,Dan Benishek,12
MICHIGAN 1,2012,Gary McDowell,47
MICHIGAN 2,2012,Bill Huizenga,9
MICHIGAN 2,2012,"Willie German, Jr.",118
MICHIGAN 3,2012,Justin Amash,38
MICHIGAN 3,2012,Steve Pestka,159
MICHIGAN 4,2012,Dave Camp,4
MICHIGAN 4,2012,Debra Freidell Wirth,93
MICHIGAN 5,2012,Jim Slezak,5
MICHIGAN 5,2012,Daniel T. Kildee,12
MICHIGAN 6,2012,Fred Upton,500
MICHIGAN 6,2012,Mike O’Brien,1
MICHIGAN 7,2012,Tim Walberg,21
MICHIGAN 7,2012,Kurt Richard Haskell,180
MICHIGAN 8,2012,Mike Rogers,1
MICHIGAN 8,2012,Lance Enderle,129
MICHIGAN 9,2012,Don Volaric,42
MICHIGAN 9,2012,Sander M. Levin,500
MICHIGAN 10,2012,Candice S. Miller,500
MICHIGAN 10,2012,Chuck Stadler,23
MICHIGAN 11,2012,Kerry Bentivolio,175
MICHIGAN 11,2012,Syed Taj,500
MICHIGAN 12,2012,Cynthia Kallgren,31
MICHIGAN 12,2012,John D. Dingell,6
MICHIGAN 13,2012,Harry T. Sawicki,200
MICHIGAN 13,2012,"John Conyers, Jr.",6
MICHIGAN 14,2012,John Hauler,6
MICHIGAN 14,2012,Gary C. Peters,47
MINNESOTA 1,2012,Allen Quist,130
MINNESOTA 1,2012,Timothy J. Walz,21
MINNESOTA 2,2012,John Kline,6
MINNESOTA 2,2012,Mike Obermueller,1
MINNESOTA 3,2012,Erik Paulsen,87
MINNESOTA 3,2012,Brian Barnes,8
MINNESOTA 4,2012,Tony Hernandez,80
MINNESOTA 4,2012,Betty McCollum,500
MINNESOTA 5,2012,Chris Fields,109
MINNESOTA 5,2012,Keith Ellison,45
MINNESOTA 6,2012,Michele Bachmann,51
MINNESOTA 6,2012,Jim Graves,5
MINNESOTA 7,2012,Lee Byberg,131
MINNESOTA 7,2012,Collin C. Peterson,500
MINNESOTA 8,2012,Chip Cravaack,500
MINNESOTA 8,2012,Richard Nolan,16
MISSISSIPPI 1,2012,Alan Nunnelee,110
MISSISSIPPI 1,2012,Brad Morris,123
MISSISSIPPI 2,2012,Bill Marcy,9
MISSISSIPPI 2,2012,Bennie G. Thompson,500
MISSISSIPPI 3,2012,Gregg Harper,500
MISSISSIPPI 4,2012,Steven M. Palazzo,19
MISSISSIPPI 4,2012,Matt Moore,500
MISSOURI 1,2012,Robyn Hamlin,185
MISSOURI 1,2012,Wm. Lacy Clay,500
MISSOURI 2,2012,Ann Wagner,100
MISSOURI 2,2012,Glenn Koenen,157
MISSOURI 3,2012,Blaine Luetkemeyer,500
MISSOURI 3,2012,Eric C. Mayer,14
MISSOURI 4,2012,Vicky Hartzler,500
MISSOURI 4,2012,Teresa Hensley,52
MISSOURI 5,2012,Jacob Turk,78
MISSOURI 5,2012,Emanuel Cleaver,500
MISSOURI 6,2012,Sam Graves,64
MISSOURI 6,2012,Kyle Yarber,86
MISSOURI 7,2012,Billy Long,84
MISSOURI 7,2012,Jim Evans,5
MISSOURI 8,2012,Jo Ann Emerson,500
MISSOURI 8,2012,Jack Rushin,146
MONTANA 1,2012,Steve Daines,159
MONTANA 1,2012,Kim Gillan,141
NEBRASKA 1,2012,Jeff Fortenberry,192
NEBRASKA 1,2012,Korey L. Reiman,500
NEBRASKA 2,2012,Lee Terry,131
NEBRASKA 2,2012,"John W. Ewing, Jr.",6
NEBRASKA 3,2012,Adrian Smith,143
NEBRASKA 3,2012,Mark Sullivan,18
NEVADA 1,2012,Chris Edwards,109
NEVADA 1,2012,Dina Titus,500
NEVADA 2,2012,Mark E. Amodei,18
NEVADA 2,2012,Samuel Koepnick,64
NEVADA 3,2012,Joseph J. Heck,11
NEVADA 3,2012,John Oceguera,6
NEVADA 4,2012,Danny Tarkanian,95
NEVADA 4,2012,Steven A. Horsford,19
NEW HAMPSHIRE 1,2012,Frank C. Guinta,65
NEW HAMPSHIRE 1,2012,Carol Shea-Porter,130
NEW HAMPSHIRE 2,2012,Charles F. Bass,23
NEW HAMPSHIRE 2,2012,Ann McLane Kuster,100
NEW JERSEY 1,2012,Gregory W. Horton,29
NEW JERSEY 1,2012,Robert E. Andrews,7
NEW JERSEY 2,2012,Frank A. LoBiondo,65
NEW JERSEY 2,2012,Cassandra Shober,152
NEW JERSEY 3,2012,Jon Runyan,97
NEW JERSEY 3,2012,Shelley Adler,168
NEW JERSEY 4,2012,Christopher H. Smith,2
NEW JERSEY 4,2012,Brian P. Froelich,8
NEW JERSEY 5,2012,Scott Garrett,17
NEW JERSEY 5,2012,Adam Gussen,36
NEW JERSEY 6,2012,Anna Little,87
NEW JERSEY 6,2012,"Frank Pallone, Jr.",65
NEW JERSEY 7,2012,Leonard Lance,166
NEW JERSEY 7,2012,Upendra J. Chivukula,500
NEW JERSEY 8,2012,Maria Karczewski,35
NEW JERSEY 8,2012,Albio Sires,500
NEW JERSEY 9,2012,Shmuley Boteach,500
NEW JERSEY 9,2012,"Bill Pascrell, Jr.",9
NEW JERSEY 10,2012,Brian C. Kelemen,8
NEW JERSEY 10,2012,"Donald M. Payne, Jr.",42
NEW JERSEY 11,2012,Rodney P. Frelinghuysen,74
NEW JERSEY 11,2012,John Arvanites,6
NEW JERSEY 12,2012,Eric A. Beck,14
NEW JERSEY 12,2012,Rush D. Holt,500
NEW MEXICO 1,2012,Janice E. Arnold-Jones,184
NEW MEXICO 1,2012,Michelle Lujan Grisham,4
NEW MEXICO 2,2012,Stevan Pearce,500
NEW MEXICO 2,2012,Evelyn Madrid Erhard,500
NEW MEXICO 3,2012,Jefferson L. Byrd,500
NEW MEXICO 3,2012,Ben Ray Luján,44
NEW YORK 1,2012,Randy Altschuler,77
NEW YORK 1,2012,Timothy H. Bishop,21
NEW YORK 2,2012,Peter T. King,55
NEW YORK 2,2012,Vivianne C. Falcone,500
NEW YORK 3,2012,Stephen A. Labate,33
NEW YORK 3,2012,Steve Israel,159
NEW YORK 4,2012,"Francis X. Becker, Jr.",500
NEW YORK 4,2012,Carolyn McCarthy,115
NEW YORK 5,2012,"Allan W. Jennings, Jr.",500
NEW YORK 5,2012,Gregory W. Meeks,29
NEW YORK 6,2012,Daniel J. Halloran,12
NEW YORK 6,2012,Grace Meng,500
NEW YORK 7,2012,Nydia M. Velázquez,500
NEW YORK 8,2012,Alan S. Bellone,110
NEW YORK 8,2012,Hakeem S. Jeffries,500
NEW YORK 9,2012,Daniel J. Cavanagh,12
NEW YORK 9,2012,Yvette D. Clarke,500
NEW YORK 10,2012,Michael W. Chan,1
NEW YORK 10,2012,Jerrold Nadler,500
NEW YORK 11,2012,Michael G. Grimm,1
NEW YORK 11,2012,Mark S. Murphy,18
NEW YORK 12,2012,Christopher R. Wight,2
NEW YORK 12,2012,Carolyn B. Maloney,115
NEW YORK 13,2012,Craig Schley,56
NEW YORK 13,2012,Charles B. Rangel,23
NEW YORK 14,2012,"William F. Gibbons, Jr.",9
NEW YORK 14,2012,Joseph Crowley,11
NEW YORK 15,2012,Frank L. Della Valle,65
NEW YORK 15,2012,José E. Serrano,500
NEW YORK 16,2012,Joseph McLaughlin,11
NEW YORK 16,2012,Eliot L. Engel,500
NEW YORK 17,2012,Joe E. Carvin,107
NEW YORK 17,2012,Nita M. Lowey,500
NEW YORK 18,2012,Nan A. S. Hayworth,500
NEW YORK 18,2012,Sean Patrick Maloney,39
NEW YORK 19,2012,Christopher P. Gibson,2
NEW YORK 19,2012,Julian Schreibman,500
NEW YORK 20,2012,Robert J. Dieterich,7
NEW YORK 20,2012,Paul Tonko,27
NEW YORK 21,2012,Matthew A. Doheny,10
NEW YORK 21,2012,William L. Owens,9
NEW YORK 22,2012,Richard L. Hanna,16
NEW YORK 22,2012,Dan Lamb,12
NEW YORK 23,2012,Tom Reed,20
NEW YORK 23,2012,Nate Shinagawa,500
NEW YORK 24,2012,Ann Marie Buerkle,100
NEW YORK 24,2012,Daniel B. Maffei,12
NEW YORK 25,2012,Maggie Brooks,500
NEW YORK 25,2012,Louise McIntosh Slaughter,500
NEW YORK 26,2012,Michael H. Madigan,1
NEW YORK 26,2012,Brian Higgins,8
NEW YORK 27,2012,Chris Collins,109
NEW YORK 27,2012,Kathleen C. Hochul,69
NORTH CAROLINA 1,2012,Pete DiLauro,55
NORTH CAROLINA 1,2012,G. K. Butterfield,500
NORTH CAROLINA 2,2012,Renee L. Ellmers,88
NORTH CAROLINA 2,2012,Steve Wilkins,159
NORTH CAROLINA 3,2012,Walter B. Jones,105
NORTH CAROLINA 3,2012,Erik Anderson,87
NORTH CAROLINA 4,2012,Tim D’Annunzio,21
NORTH CAROLINA 4,2012,David E. Price,4
NORTH CAROLINA 5,2012,Virginia Foxx,159
NORTH CAROLINA 5,2012,Elisabeth Motsinger,500
NORTH CAROLINA 6,2012,Howard Coble,188
NORTH CAROLINA 6,2012,Tony Foriest,80
NORTH CAROLINA 7,2012,David Rouzer,4
NORTH CAROLINA 7,2012,Mike McIntyre,1
NORTH CAROLINA 8,2012,Richard Hudson,16
NORTH CAROLINA 8,2012,Larry Kissell,58
NORTH CAROLINA 9,2012,Robert Pittenger,7
NORTH CAROLINA 9,2012,Jennifer Roberts,1
NORTH CAROLINA 10,2012,Patrick T. McHenry,37
NORTH CAROLINA 10,2012,Patsy Keever,500
NORTH CAROLINA 11,2012,Mark Meadows,18
NORTH CAROLINA 11,2012,Hayden Rogers,500
NORTH CAROLINA 12,2012,Jack Brosch,146
NORTH CAROLINA 12,2012,Melvin L. Watt,187
NORTH CAROLINA 13,2012,George Holding,53
NORTH CAROLINA 13,2012,Charles Malone,23
NORTH DAKOTA 1,2012,Kevin Cramer,13
NORTH DAKOTA 1,2012,Pam Gulleson,500
OHIO 1,2012,Steve Chabot,159
OHIO 1,2012,Jeff Sinnard,192
OHIO 2,2012,Brad Wenstrup,123
OHIO 2,2012,William R. Smith,9
OHIO 3,2012,Chris Long,109
OHIO 3,2012,Joyce Beatty,500
OHIO 4,2012,Jim Jordan,5
OHIO 4,2012,Jim Slone,5
OHIO 5,2012,Robert E. Latta,7
OHIO 5,2012,Angela Zimmann,7
OHIO 6,2012,Bill Johnson,9
OHIO 6,2012,Charlie Wilson,23
OHIO 7,2012,Bob Gibbs,7
OHIO 7,2012,Joyce R. Healy-Abrams,500
OHIO 8,2012,John A. Boehner,6
OHIO 9,2012,Samuel J. Wurzelbacher,64
OHIO 9,2012,Marcy Kaptur,500
OHIO 10,2012,Michael R. Turner,1
OHIO 10,2012,Sharen Swartz Neuhardt,500
OHIO 11,2012,Marcia L. Fudge,500
OHIO 12,2012,Patrick J. Tiberi,37
OHIO 12,2012,Jim Reese,5
OHIO 13,2012,Marisha G. Agana,500
OHIO 13,2012,Tim Ryan,21
OHIO 14,2012,David P. Joyce,4
OHIO 14,2012,Dale Virgil Blanchard,148
OHIO 15,2012,Steve Stivers,159
OHIO 15,2012,Pat Lang,37
OHIO 16,2012,James B. Renacci,5
OHIO 16,2012,Betty Sutton,500
OKLAHOMA 1,2012,Jim Bridenstine,5
OKLAHOMA 1,2012,John Olson,6
OKLAHOMA 2,2012,Markwayne Mullin,500
OKLAHOMA 2,2012,Rob Wallace,7
OKLAHOMA 3,2012,Frank D. Lucas,65
OKLAHOMA 3,2012,Timothy Ray Murray,21
OKLAHOMA 4,2012,Tom Cole,20
OKLAHOMA 4,2012,Donna Marie Bebo,64
OKLAHOMA 5,2012,James Lankford,5
OKLAHOMA 5,2012,Tom Guild,20
OREGON 1,2012,Delinda Morgan,500
OREGON 1,2012,Suzanne Bonamici,107
OREGON 2,2012,Greg Walden,29
OREGON 2,2012,Joyce B. Segers,500
OREGON 3,2012,Ronald Green,43
OREGON 3,2012,Earl Blumenauer,500
OREGON 4,2012,Art Robinson,500
OREGON 4,2012,Peter A. DeFazio,55
OREGON 5,2012,Fred Thompson,500
OREGON 5,2012,Kurt Schrader,180
PENNSYLVANIA 1,2012,John Featherman,6
PENNSYLVANIA 1,2012,Robert A. Brady,7
PENNSYLVANIA 2,2012,"Robert Allen Mansfield, Jr.",7
PENNSYLVANIA 2,2012,Chaka Fattah,500
PENNSYLVANIA 3,2012,Mike Kelly,1
PENNSYLVANIA 3,2012,Missa Eaton,500
PENNSYLVANIA 4,2012,Scott Perry,17
PENNSYLVANIA 4,2012,Harry Perkinson,200
PENNSYLVANIA 5,2012,Glenn Thompson,157
PENNSYLVANIA 5,2012,Charles Dumas,23
PENNSYLVANIA 6,2012,Jim Gerlach,5
PENNSYLVANIA 6,2012,Manan M. Trivedi,500
PENNSYLVANIA 7,2012,Patrick Meehan,37
PENNSYLVANIA 7,2012,George Badey,53
PENNSYLVANIA 8,2012,Michael G. Fitzpatrick,1
PENNSYLVANIA 8,2012,Kathy Boockvar,134
PENNSYLVANIA 9,2012,Bill Shuster,9
PENNSYLVANIA 9,2012,Karen Ramsburg,25
PENNSYLVANIA 10,2012,Tom Marino,20
PENNSYLVANIA 10,2012,Philip Scollo,90
PENNSYLVANIA 11,2012,Lou Barletta,500
PENNSYLVANIA 11,2012,Gene Stilp,500
PENNSYLVANIA 12,2012,Keith J. Rothfus,45
PENNSYLVANIA 12,2012,Mark S. Critz,18
PENNSYLVANIA 13,2012,Joseph James Rooney,11
PENNSYLVANIA 13,2012,Allyson Y. Schwartz,500
PENNSYLVANIA 14,2012,Hans Lessmann,500
PENNSYLVANIA 14,2012,Michael F. Doyle,1
PENNSYLVANIA 15,2012,Charles W. Dent,23
PENNSYLVANIA 15,2012,Rick Daugherty,16
PENNSYLVANIA 16,2012,Joseph R. Pitts,11
PENNSYLVANIA 16,2012,Aryanna C. Strader,500
PENNSYLVANIA 17,2012,Laureen A. Cummings,500
PENNSYLVANIA 17,2012,Matthew A. Cartwright,10
PENNSYLVANIA 18,2012,Tim Murphy,21
PENNSYLVANIA 18,2012,Larry Maggi,58
RHODE ISLAND 1,2012,Brendan P. Doherty,500
RHODE ISLAND 1,2012,David N. Cicilline,4
RHODE ISLAND 2,2012,Michael G. Riley,1
RHODE ISLAND 2,2012,James R. Langevin,5
SOUTH CAROLINA 1,2012,Tim Scott,21
SOUTH CAROLINA 1,2012,Bobbie G. Rose,500
SOUTH CAROLINA 2,2012,Joe Wilson,107
SOUTH CAROLINA 3,2012,Jeff Duncan,192
SOUTH CAROLINA 3,2012,Brian Ryan B. Doyle,8
SOUTH CAROLINA 4,2012,Trey Gowdy,500
SOUTH CAROLINA 4,2012,Deb Morrow,500
SOUTH CAROLINA 5,2012,Mick Mulvaney,500
SOUTH CAROLINA 5,2012,Joyce Knott,500
SOUTH CAROLINA 6,2012,James E. Clyburn,5
SOUTH CAROLINA 7,2012,Tom Rice,20
SOUTH CAROLINA 7,2012,Gloria Bromell Tinubu,190
SOUTH DAKOTA 1,2012,Kristi L. Noem,108
SOUTH DAKOTA 1,2012,Matt Varilek,500
TENNESSEE 1,2012,David P. Roe,4
TENNESSEE 1,2012,Alan Woodruff,110
TENNESSEE 2,2012,"John J. Duncan, Jr.",6
TENNESSEE 2,2012,Troy Christopher Goodale,62
TENNESSEE 3,2012,Charles J. ‘‘Chuck’’ Fleischmann,23
TENNESSEE 3,2012,Mary M. Headrick,15
TENNESSEE 4,2012,Scott DesJarlais,17
TENNESSEE 4,2012,Eric Stewart,14
TENNESSEE 5,2012,Brad Staats,123
TENNESSEE 5,2012,Jim Cooper,5
TENNESSEE 6,2012,Diane Black,123
TENNESSEE 7,2012,Marsha Blackburn,500
TENNESSEE 7,2012,Credo Amouzouvik,500
TENNESSEE 8,2012,Stephen Lee Fincher,33
TENNESSEE 8,2012,Timothy D. Dixon,21
TENNESSEE 9,2012,"George S. Flinn, Jr.",53
TENNESSEE 9,2012,Steve Cohen,159
TEXAS 1,2012,Louie Gohmert,500
TEXAS 1,2012,Shirley J. McKellar,500
TEXAS 2,2012,Ted Poe,181
TEXAS 2,2012,Jim Dougherty,5
TEXAS 3,2012,Sam Johnson,64
TEXAS 4,2012,Ralph M. Hall,171
TEXAS 4,2012,VaLinda Hathcox,500
TEXAS 5,2012,Jeb Hensarling,500
TEXAS 5,2012,Linda S. Mrosko,68
TEXAS 6,2012,Joe Barton,107
TEXAS 6,2012,Kenneth Sanders,31
TEXAS 7,2012,John Abney Culberson,6
TEXAS 7,2012,James Cargas,5
TEXAS 8,2012,Kevin Brady,13
TEXAS 8,2012,Neil Burns,175
TEXAS 9,2012,Steve Mueller,159
TEXAS 9,2012,Al Green,126
TEXAS 10,2012,Michael T. McCaul,1
TEXAS 10,2012,Tawana W. Cadien,500
TEXAS 11,2012,K. Michael Conaway,500
TEXAS 11,2012,Jim Riley,5
TEXAS 12,2012,Kay Granger,500
TEXAS 12,2012,Dave Robinson,4
TEXAS 13,2012,Mac Thornberry,500
TEXAS 14,2012,Randy Weber,77
TEXAS 14,2012,Nick Lampson,51
TEXAS 15,2012,Dale A. Brueggemann,148
TEXAS 15,2012,Rubén Hinojosa,500
TEXAS 16,2012,Barbara Carrasco,76
TEXAS 16,2012,Beto O’Rourke,500
TEXAS 17,2012,Bill Flores,9
TEXAS 18,2012,Sean Seibert,39
TEXAS 18,2012,Sheila Jackson Lee,119
TEXAS 19,2012,Randy Neugebauer,77
TEXAS 20,2012,David Rosa,4
TEXAS 20,2012,Joaquin Castro,500
TEXAS 21,2012,Lamar Smith,500
TEXAS 21,2012,Candace E. Duval,500
TEXAS 22,2012,Pete Olson,55
TEXAS 22,2012,Kesha Rogers,500
TEXAS 23,2012,Francisco ‘‘Quico’’ Canseco,173
TEXAS 23,2012,Pete P. Gallego,55
TEXAS 24,2012,Kenny Marchant,500
TEXAS 24,2012,Tim Rusk,21
TEXAS 25,2012,Roger Williams,92
TEXAS 25,2012,Elaine M. Henderson,500
TEXAS 26,2012,Michael C. Burgess,1
TEXAS 26,2012,David Sanchez,4
TEXAS 27,2012,Blake Farenthold,500
TEXAS 27,2012,Rose Meza Harrison,500
TEXAS 28,2012,William R. Hayward,9
TEXAS 28,2012,Henry Cuellar,120
TEXAS 29,2012,Gene Green,500
TEXAS 30,2012,"Travis Washington, Jr.",54
TEXAS 30,2012,Eddie Bernice Johnson,165
TEXAS 31,2012,John R. Carter,6
TEXAS 31,2012,Stephen M. Wyman,33
TEXAS 32,2012,Pete Sessions,55
TEXAS 32,2012,Katherine Savers McGovern,55
TEXAS 33,2012,Chuck Bradley,23
TEXAS 33,2012,Marc Veasey,89
TEXAS 34,2012,Jessica Puente Bradshaw,11
TEXAS 34,2012,Filemon Vela,500
TEXAS 35,2012,Susan Narvaiz,27
TEXAS 35,2012,Lloyd Doggett,500
TEXAS 36,2012,Steve Stockman,159
TEXAS 36,2012,Max Martin,500
UTAH 1,2012,Rob Bishop,7
UTAH 1,2012,Donna M. McAleer,64
UTAH 2,2012,Chris Stewart,109
UTAH 2,2012,Jay Seegmiller,116
UTAH 3,2012,Jason Chaffetz,3
UTAH 3,2012,Soren D. Simonsen,500
UTAH 4,2012,Mia B. Love,500
UTAH 4,2012,Jim Matheson,5
VERMONT 1,2012,Mark Donka,18
VERMONT 1,2012,Peter Welch,55
VIRGINIA 1,2012,Robert J. Wittman,7
VIRGINIA 1,2012,Adam M. Cook,36
VIRGINIA 2,2012,E. Scott Rigell,500
VIRGINIA 2,2012,"Paul O. Hirschbiel, Jr.",27
VIRGINIA 3,2012,Dean J. Longo,177
VIRGINIA 3,2012,Robert C. ‘‘Bobby’’ Scott,7
VIRGINIA 4,2012,J. Randy Forbes,500
VIRGINIA 4,2012,Ella P. Ward,500
VIRGINIA 5,2012,Robert Hurt,7
VIRGINIA 5,2012,John Wade Douglass,6
VIRGINIA 6,2012,Bob Goodlatte,7
VIRGINIA 6,2012,Andy B. Schmookler,28
VIRGINIA 7,2012,Eric Cantor,14
VIRGINIA 7,2012,E. Wayne Powell,500
VIRGINIA 8,2012,J. Patrick Murray,500
VIRGINIA 8,2012,James P. Moran,5
VIRGINIA 9,2012,H. Morgan Griffith,500
VIRGINIA 9,2012,Anthony J. Flaccavento,22
VIRGINIA 10,2012,Frank R. Wolf,65
VIRGINIA 10,2012,Kristin A. Cabral,74
VIRGINIA 11,2012,Chris S. Perkins,109
VIRGINIA 11,2012,Gerald E. Connolly,104
WASHINGTON 1,2012,John Koster,6
WASHINGTON 1,2012,Suzan DelBene,500
WASHINGTON 2,2012,Dan Matthews,12
WASHINGTON 2,2012,Rick Larsen,16
WASHINGTON 3,2012,Jaime Herrera Beutler,133
WASHINGTON 3,2012,Jaime Herrera Beutler,198
WASHINGTON 3,2012,Jon T. Haugen,97
WASHINGTON 4,2012,Doc Hastings,500
WASHINGTON 4,2012,Mary Baechler,15
WASHINGTON 5,2012,Cathy McMorris Rodgers,199
WASHINGTON 5,2012,Rich Cowan,500
WASHINGTON 6,2012,Bill Driscoll,9
WASHINGTON 6,2012,Derek Kilmer,73
WASHINGTON 7,2012,Ron Bemis,43
WASHINGTON 7,2012,Jim McDermott,5
WASHINGTON 8,2012,David G. Reichert,4
WASHINGTON 8,2012,Karen Porterfield,25
WASHINGTON 9,2012,Jim Postma,5
WASHINGTON 9,2012,Adam Smith,36
WASHINGTON 10,2012,Richard ‘‘Dick’’ Muri,16
WASHINGTON 10,2012,Denny Heck,500
WEST VIRGINIA 1,2012,David B. McKinley,4
WEST VIRGINIA 1,2012,Sue Thorn,500
WEST VIRGINIA 2,2012,Shelley Moore Capito,168
WEST VIRGINIA 2,2012,Howard Swint,188
WEST VIRGINIA 3,2012,Rick Snuffer,16
WEST VIRGINIA 3,2012,Nick J. Rahall II,51
WISCONSIN 1,2012,Paul Ryan,27
WISCONSIN 1,2012,Rob Zerban,7
WISCONSIN 2,2012,Chad Lee,30
WISCONSIN 2,2012,Mark Pocan,18
WISCONSIN 3,2012,Ray Boland,500
WISCONSIN 3,2012,Ron Kind,43
WISCONSIN 4,2012,Dan Sebring,12
WISCONSIN 4,2012,Gwen Moore,500
WISCONSIN 5,2012,"F. James Sensenbrenner, Jr.",500
WISCONSIN 5,2012,Dave Heaster,4
WISCONSIN 6,2012,Thomas E. Petri,20
WISCONSIN 6,2012,Joe Kallas,107
WISCONSIN 7,2012,Sean P. Duffy,39
WISCONSIN 7,2012,Pat Kreitlow,37
WISCONSIN 8,2012,Reid J. Ribble,500
WISCONSIN 8,2012,Jamie Wall,40
WISCONSIN 8,2012,Jamie Wall,79
WYOMING 1,2012,Cynthia M. Lummis,31
WYOMING 1,2012,Chris Henrichsen,109
ALABAMA 1,2014,Bradley Byrne,57
ALABAMA 1,2014,Burton R. LeFlore,500
ALABAMA 2,2014,Martha Roby,161
ALABAMA 2,2014,Erick Wright,500
ALABAMA 3,2014,Mike Rogers,1
ALABAMA 3,2014,Jesse T. Smith,66
ALABAMA 4,2014,Robert B. Aderholt,7
ALABAMA 5,2014,Mo Brooks,500
ALABAMA 6,2014,Gary Palmer,47
ALABAMA 6,2014,Mark Lester,18
ALABAMA 7,2014,Terri A. Sewell,148
ALASKA 1,2014,Don Young,42
ALASKA 1,2014,Forrest Dunbar,500
ALASKA 1,2014,Andy Tobin,28
ALASKA 1,2014,Ann Kirkpatrick,100
ALASKA 2,2014,Martha McSally,161
ALASKA 2,2014,Ron Barber,43
ALASKA 3,2014,Gabby Saucedo Mercer,500
ALASKA 3,2014,Raúl M. Grijalva,500
ALASKA 4,2014,Paul A. Gosar,27
ALASKA 4,2014,Mike Weisser,1
ALASKA 5,2014,Matt Salmon,500
ALASKA 5,2014,James Woods,5
ALASKA 6,2014,David Schweikert,4
ALASKA 6,2014,W. John Williamson,500
ALASKA 7,2014,Ruben Gallego,182
ALASKA 8,2014,Trent Franks,500
ALASKA 9,2014,Wendy Rogers,36
ALASKA 9,2014,Kyrsten Sinema,500
ARKANSAS 1,2014,Eric A. “Rick” Crawford,14
ARKANSAS 1,2014,Jackie McPherson,500
ARKANSAS 2,2014,French Hill,500
ARKANSAS 2,2014,Patrick Henry Hays,37
ARKANSAS 3,2014,Steve Womack,159
ARKANSAS 4,2014,Bruce Westerman,132
ARKANSAS 4,2014,James Lee Witt,5
ARKANSAS 1,2014,Doug LaMalfa,50
ARKANSAS 1,2014,Heidi Hall,77
ARKANSAS 2,2014,Dale K. Mensing,148
ARKANSAS 2,2014,Jared Huffman,113
ARKANSAS 3,2014,Dan Logue,12
ARKANSAS 3,2014,John Garamendi,6
ARKANSAS 4,2014,Tom McClintock,20
ARKANSAS 4,2014,Arthur “Art” Moore,127
ARKANSAS 5,2014,Mike Thompson,1
ARKANSAS 6,2014,"Joseph McCray, Sr.",11
ARKANSAS 6,2014,Doris O. Matsui,500
ARKANSAS 7,2014,Doug Ose,50
