,district,CANDIDATE NAME,PARTY,PRIMARY %,YEAR
3108,VA01,"Wittman, Robert J. ""Rob"" ",R,76.17%,2016
3109,VA02,"Rigell, E. Scott ",R,100%,2016
3110,VA02,"Patrick, Suzanne D.",D,100%,2016
3111,VA03,"Scott, Robert C. ""Bobby""",D,100%,2016
3112,VA04,"Forbes, J. Randy",R,100%,2016
3113,VA05,"Hurt, Robert",R,100%,2016
3114,VA06,"Goodlatte, Robert W. ""Bob""",R,100%,2016
3115,VA07 - FULL TERM,"Brat, Dave A.",R,55.53%,2016
3116,VA08,"Beyer, Donald S., Jr.",D,45.75%,2016
3117,VA08,"Edmond, Micah K.",R,51.34%,2016
3118,VA09,"Griffith, H. Morgan ",R,100%,2016
3119,VA10,"Comstock, Barbara J.",R,53.91%,2016
3120,VA11,"Connolly, Gerald E. ""Gerry""",D,100%,2016
3121,WA01,"DelBene, Suzan",D,50.67%,2016
3122,WA01,"Celis, Pedro",R,16.45%,2016
3123,WA02,"Larsen, Rick",D,55.59%,2016
3124,WA02,"Guillot, B.J. ",R,32.73%,2016
3125,WA03,"Beutler, Jaime Herrera",R,48.83%,2016
3126,WA03,"Dingethal, Bob",D,37.95%,2016
3127,WA04,"Newhouse, Dan",R,25.59%,2016
3128,WA04,"Didier, Clint",R,31.81%,2016
3129,WA05,"Rodgers, Cathy McMorris",R,51.75%,2016
3130,WA05,"Pakootas, Joseph (Joe)",D,28.65%,2016
3131,WA06,"Kilmer, Derek ",D,58.70%,2016
3132,WA06,"McClendon, Marty",R,34.32%,2016
3133,WA07,"McDermott, Jim",D,76.86%,2016
3134,WA07,"Keller, Craig ",R,9.16%,2016
3135,WA08,"Reichert, Dave",R,62.50%,2016
3136,WA08,"Ritchie, Jason",D,28.81%,2016
3137,WA09,"Smith, Adam",D,64.00%,2016
3138,WA09,"Basler, Doug",R,27.21%,2016
3139,WA10,"Heck, Denny",D,51.58%,2016
3140,WA10,"McDonald, Joyce",R,41.29%,2016
3141,WV01,"McKinley, David B. ",R,100.00%,2016
3142,WV01,"Gainer, Glen B., III",D,100.00%,2016
3143,WV02,"Mooney, Alex X.",R,36.02%,2016
3144,WV02,"Casey, Nick",D,60.62%,2016
3145,WV03,"Jenkins, Evan",R,100.00%,2016
3146,WV03,"Rahall, Nick J., II",D,66.45%,2016
3147,WI01,"Ryan, Paul",R,94.27%,2016
3148,WI01,"Zerban, Rob",D,77.62%,2016
3149,WI02,"Pocan, Mark",D,99.59%,2016
3150,WI02,"Theron, Peter",R,99.84%,2016
3151,WI03,"Kind, Ron ",D,99.76%,2016
3152,WI03,"Kurtz, Tony",R,56.70%,2016
3153,WI04,"Moore, Gwen",D,70.91%,2016
3154,WI04,"Sebring, Dan",R,79.67%,2016
3155,WI05,"Sensenbrenner, F. James., Jr.",R,99.81%,2016
3156,WI05,"Rockwood, Chris",D,99.35%,2016
3157,WI06,"Grothman, Glenn ",R,36.16%,2016
3158,WI06,"Harris, Mark L.",D,99.75%,2016
3159,WI07,"Duffy, Sean",R,87.63%,2016
3160,WI07,"Westlund, Kelly ",D,77.92%,2016
3161,WI08,"Ribble, Reid J.",R,99.75%,2016
3162,WI08,"Gruett, Ron",D,99.81%,2016
3163,WY00,"Lummis, Cynthia",R,75.89%,2016
3164,WY00,"Grayson, Richard",D,98.68%,2016
