,district,CANDIDATE NAME,PARTY,PRIMARY %,YEAR
1614,VA10,"Wolf, Frank R.",R,100%,2012
1615,VA10,"Cabral, Kristin A.",D,Convention,2012
1616,VA11,"Connolly, Gerald E. ""Gerry""",D,100%,2012
1617,VA11,"Perkins, Chris S. ",R,62.82%,2012
1620,WA01 - FULL TERM,"DelBene, Suzan",D,22.48%,2012
1621,WA01 - FULL TERM,"Koster, John",R,44.86%,2012
1622,WA01 - UNEXPIRED TERM,"DelBene, Suzan",D,25.02%,2012
1623,WA01 - UNEXPIRED TERM,"Koster, John",R,35.76%,2012
1624,WA2,"Larsen, Rick",D,57.21%,2012
1625,WA2,"Matthews, Dan",R,28.71%,2012
1626,WA3,"Beutler, Jaime Herrera",R,56.51%,2012
1627,WA3,"Haugen, Jon T.",D,37.64%,2012
1628,WA4,"Hastings, Doc",R,59.32%,2012
1629,WA4,"Baechler, Mary",D,26.48%,2012
1630,WA5,"Rodgers, Cathy McMorris",R,55.76%,2012
1631,WA5,"Cowan, Rich",D,33.12%,2012
1632,WA6,"Kilmer, Derek",D,53.41%,2012
1633,WA6,"Driscoll, Bill",R,18.29%,2012
1634,WA7,"McDermott, Jim",D,70.91%,2012
1635,WA7,"Bemis, Ron",R,15.24%,2012
1636,WA8,"Reichert, Dave",R,50.62%,2012
1637,WA8,"Porterfield, Karen",D,28.35%,2012
1638,WA9,"Smith, Adam",D,61.16%,2012
1639,WA9,"Postma, Jim",R,23.18%,2012
1640,WA10,"Heck, Denny",D,39.73%,2012
1641,WA10,"Muri, Richard (Dick)",R,28.15%,2012
1644,WV1,"McKinley, David B.",R,100.00%,2012
1645,WV1,"Thorn, Sue",D,100.00%,2012
1646,WV2,"Capito, Shelley Moore",R,82.93%,2012
1647,WV2,"Swint, Howard",D,48.27%,2012
1648,WV3,"Rahall, Nick J., II",D,100.00%,2012
1649,WV3,"Snuffer, Rick",R,53.42%,2012
1652,WI1,"Ryan, Paul",R,99.58%,2012
1653,WI1,"Zerban, Rob",D,99.83%,2012
1654,WI2,"Pocan, Mark  ",D,72.16%,2012
1655,WI2,"Lee, Chad",R,99.52%,2012
1656,WI3,"Kind, Ron",D,99.86%,2012
1657,WI3,"Boland, Ray",R,99.59%,2012
1658,WI4,"Moore, Gwen",D,99.67%,2012
1659,WI4,"Sebring, Dan",R,98.97%,2012
1660,WI5,"Sensenbrenner, F. James, Jr.",R,99.40%,2012
1661,WI5,"Heaster, Dave",D,99.86%,2012
1662,WI6,"Petri, Tom ",R,82.19%,2012
1663,WI6,"Kallas, Joe",D,99.84%,2012
1664,WI7,"Duffy, Sean",R,99.47%,2012
1665,WI7,"Kreitlow, Pat",D,99.88%,2012
1666,WI8,"Ribble, Reid J.",R,99.61%,2012
1667,WI8,"Wall, Jamie",D,99.84%,2012
1670,WY0,"Lummis, Cynthia M.",R,98.13%,2012
1671,WY0,"Henrichsen, Chris",D,98.92%,2012
1674,AL01,"Byrne, Bradley",R,60.11%,2014
1675,AL02,"Roby, Martha",R,66.37%,2014
1676,AL02,"Mathis, Nathan ",D,100%,2014
1677,AL03,"Rogers, Mike",R,75.98%,2014
1678,AL03,"Smith, Jesse",D,100%,2014
1679,AL04,"Aderholt, Robert",R,81.18%,2014
1680,AL05,"Brooks, Mo",R,100%,2014
1681,AL05,"Boyd, Will, Jr.",D,100%,2014
1682,AL06,"Palmer, Gary",R,100%,2014
1683,AL06,"Putman, David J.",D,100%,2014
1684,AL07,"Sewell, Terri A.",D,100%,2014
1685,AK00,"Young, Don",R,71.52%,2014
1686,AK00,"Lindbeck, Steve",D,67.88%,2014
1687,AZ01,"O'Halleran, Tom",D,58.77%,2014
1688,AZ01,"Babeu, Paul",R,30.82%,2014
1689,AZ02,"McSally, Martha",R,100.00%,2014
1690,AZ02,"Heinz, Matt",D,52.77%,2014
1691,AZ03,"Grijalva, Raúl",D,100.00%,2014
1692,AZ04,"Gosar, Paul",R,71.42%,2014
1693,AZ04,"Weisser, Mikel",D,99.80%,2014
1694,AZ05,"Biggs, Andy",R,29.49%,2014
1695,AZ05,"Fuentes, Talia",D,65.45%,2014
1696,AZ06,"Schweikert, David",R,80.31%,2014
1697,AZ06,"Williamson, W. John",D,58.82%,2014
1698,AZ07,"Gallego, Ruben",D,100.00%,2014
1699,AZ07,"Nunez, Eve",R,100.00%,2014
1700,AZ08,"Franks, Trent",R,71.06%,2014
1701,AZ09,"Sinema, Kyrsten",D,100.00%,2014
1702,AZ09,"Giles, Dave",R,60.69%,2014
1703,AR01,"Crawford, Rick ",R,100%,2014
1704,AR02,"Hill, French",R,84.54%,2014
1705,AR02,"Curry, Dianne ",D,100%,2014
1706,AR03,"Womack, Steve",R,100%,2014
1707,AR04,"Westerman, Bruce",R,100%,2014
1708,CA01,"La Malfa, Doug",R,40.79%,2014
1709,CA01,"Reed, Jim",D,28.26%,2014
1710,CA02,"Huffman, Jared W.",D,68.30%,2014
1711,CA02,"Mensing, Dale K.",R,15.65%,2014
1712,CA03,"Garamendi, John G.",D,63.11%,2014
1713,CA03,"Cleek, N. Eugene",R,24.26%,2014
1714,CA04,"McClintock, Tom",R,61.46%,2014
1715,CA04,"Derlet, Robert W.",D,27.45%,2014
1716,CA05,"Thompson, Mike ",D,65.70%,2014
1717,CA05,"Santamaria, Carlos",R,19.20%,2014
1718,CA06,"Matsui, Doris",D,70.38%,2014
1719,CA06,"Evans, Robert (Bob)",R,18.37%,2014
1720,CA07,"Bera, Ami",D,54.00%,2014
1721,CA07,"Jones, Scott R.",R,46.00%,2014
1722,CA08,"Cook, Paul ",R,41.99%,2014
1723,CA08,"Ramirez, Rita",D,21.92%,2014
1724,CA09,"McNerney, Jerry",D,55.27%,2014
1725,CA09,"Amador, Antonio C. ""Tony""",R,21.73%,2014
1726,CA10,"Denham, Jeff",R,47.73%,2014
1727,CA10,"Eggman, Michael  ",D,27.58%,2014
1728,CA11,"DeSaulnier, Mark",D,75.33%,2014
1729,CA11,"Petersen, Roger Allen",R,24.67%,2014
1730,CA12,"Pelosi, Nancy ",D,78.11%,2014
1731,CA13,"Lee, Barbara",D,91.95%,2014
1732,CA13,"Caro, Sue",R,8.05%,2014
1733,CA14,"Speier, Jackie",D,99.04%,2014
1734,CA15,"Swalwell, Eric",D,76.50%,2014
1735,CA15,"Turner, Danny R.",R,23.50%,2014
1736,CA16,"Costa, Jim",D,55.91%,2014
1737,CA16,"Tacherra, Johnny M.",R,32.84%,2014
1738,CA17,"Khanna, Ro",D,39.08%,2014
1739,CA17,"Honda, Mike ",D,37.40%,2014
1740,CA18,"Eshoo, Anna G.",D,68.20%,2014
1741,CA18,"Fox, Richard B.",R,24.40%,2014
1742,CA19,"Lofgren, Zoe",D,76.08%,2014
1743,CA19,"Lancaster, G. Burt",R,23.92%,2014
1744,CA20,"Panetta, Jimmy ",D,70.83%,2014
1745,CA20,"Lucius, Casey ",R,19.84%,2014
1746,CA21,"Valadao, David",R,54.03%,2014
1747,CA21,"Huerta, Emilio Jesus",D,24.21%,2014
1748,CA22,"Nunes, Devin G.",R,63.81%,2014
1749,CA22,"Campos, Louie J.",D,29.70%,2014
1750,CA23,"McCarthy, Kevin",R,55.46%,2014
1751,CA23,"Reed, Wendy ",D,27.45%,2014
1752,CA24,"Carbajal, Salud",D,31.94%,2014
1753,CA24,"Fareed, Justin Donald ",R,20.45%,2014
1754,CA25,"Knight, Steve",R,48.26%,2014
1755,CA25,"Caforio, Bryan",D,29.05%,2014
1756,CA26,"Brownley, Julia",D,64.02%,2014
1757,CA26,"Dagnesses, Rafael A.",R,35.98%,2014
1758,CA27,"Chu, Judy ",D,66.18%,2014
1759,CA27,"Orswell, Jack",R,28.10%,2014
1760,CA28,"Schiff, Adam B.",D,70.24%,2014
1761,CA28,"Solis, Lenore",R,18.44%,2014
1762,CA29,"Cardenas, Tony",D,61.37%,2014
1763,CA29,"Alarcon, Richard",D,12.98%,2014
1764,CA30,"Sherman, Brad",D,60.11%,2014
1765,CA30,"Reed, Mark",R,13.95%,2014
1766,CA31,"Aguilar, Pete",D,43.08%,2014
1767,CA31,"Chabot, Paul ",R,22.67%,2014
1768,CA32,"Napolitano, Grace F. ",D,51.41%,2014
1769,CA32,"Hernández, Roger",D,24.67%,2014
1770,CA33,"Lieu, Ted W.",D,69.15%,2014
1771,CA33,"Wright, Kenneth W.",R,30.85%,2014
1772,CA34,"Becerra, Xavier",D,77.58%,2014
1773,CA34,"Edwards, Adrienne Nicole",D,21.15%,2014
1774,CA35,"Torres, Norma J.",D,75.57%,2014
1775,CA35,"Fischella, Tyler",R,24.43%,2014
1776,CA36,"Ruiz, Raul",D,58.48%,2014
1777,CA36,"Stone, Jeff",R,31.61%,2014
1778,CA37,"Bass, Karen",D,80.21%,2014
1779,CA37,"Wiggins, Chris Blake",D,10.66%,2014
1780,CA38,"Sánchez, Linda T.",D,70.02%,2014
1781,CA38,"Downing, Ryan ",R,20.91%,2014
1782,CA39,"Royce, Ed",R,60.50%,2014
1783,CA39,"Murdock, Brett ",D,39.50%,2014
1784,CA40,"Roybal-Allard, Lucille",D,76.30%,2014
1785,CA41,"Takano, Mark",D,64.55%,2014
1786,CA41,"Shepherd, Doug",R,17.48%,2014
1787,CA42,"Calvert, Ken",R,54.94%,2014
1788,CA42,"Sheridan, Tim",D,37.55%,2014
1789,CA43,"Waters, Maxine",D,76.12%,2014
1790,CA43,"Navarro, Omar",R,23.88%,2014
1791,CA44,"Barragán, Nanette Diaz",D,21.97%,2014
1792,CA44,"Hall, Isadore, III",D,40.09%,2014
1793,CA45,"Walters, Mimi",R,40.88%,2014
1794,CA45,"Varasteh, Ron",D,27.63%,2014
1795,CA46,"Correa, Lou",D,43.69%,2014
1796,CA46,"Nguyen, Bao",D,14.56%,2014
1797,CA47,"Lowenthal, Alan",D,66.12%,2014
1798,CA47,"Whallon, Andy",R,21.93%,2014
1799,CA48,"Rohrabacher, Dana ",R,56.57%,2014
1800,CA48,"Savary, Suzanne",D,28.89%,2014
1801,CA49,"Issa, Darrell",R,50.82%,2014
1802,CA49,"Applegate, Doug",D,45.52%,2014
1803,CA50,"Hunter, Duncan",R,56.45%,2014
1804,CA50,"Malloy, Patrick",D,21.75%,2014
1805,CA51,"Vargas, Juan ",D,66.82%,2014
1806,CA51,"Hidalgo, Juan M., Jr.",R,15.43%,2014
1807,CA52,"Peters, Scott",D,58.87%,2014
1808,CA52,"Gitsham, Denise",R,16.16%,2014
1809,CA53,"Davis, Susan A.",D,65.48%,2014
1810,CA53,"Veltmeyer, James",R,15.16%,2014
1811,CO01,"DeGette, Diana",D,86.44%,2014
1812,CO01,"Stockham, Charles ""Casper""",R,100.00%,2014
1813,CO02,"Polis, Jared",D,96.99%,2014
1814,CO02,"Morse, Nicholas",R,100.00%,2014
1815,CO03,"Tipton, Scott R.",R,78.86%,2014
1816,CO03,"Schwartz, Gail",D,100.00%,2014
1817,CO04,"Buck, Ken",R,100.00%,2014
1818,CO04,"Seay, Bob",D,100.00%,2014
1819,CO05,"Lamborn, Doug",R,68.04%,2014
1820,CO05,"Plowright, Misty",D,58.15%,2014
1821,CO06,"Coffman, Mike",R,100.00%,2014
1822,CO06,"Carroll, Morgan",D,100.00%,2014
1823,CO07,"Perlmutter, Ed",D,100.00%,2014
1824,CO07,"Athanasopoulos, George",R,100.00%,2014
1825,DE00,"Rochester, Lisa Blunt",D,43.77%,2014
1826,DE00,"Reigle, Hans",R,100%,2014
1827,DC00,"Norton, Eleanor Holmes",D,97.15%,2014
1828,FL01,"Gaetz, Matt",R,36.12%,2014
1829,FL01,"Specht, Steven ",D,100%,2014
1830,FL02,"Dunn, Neal",R,41.38%,2014
1831,FL02,"Dartland, Walter",D,50.11%,2014
1832,FL03,"Yoho, Ted",R,100%,2014
1833,FL03,"McGurn, Kenneth ""Ken""",D,100%,2014
1834,FL04 ,"Rutherford, John ",R,38.66%,2014
1835,FL04,"Bruderly, David E.",D,100%,2014
1836,FL05,"Lawson, Al ",D,47.59%,2014
1837,FL05,"Smith, Glo",R,100%,2014
1838,FL06,"DeSantis, Ron",R,61.04%,2014
1839,FL06,"McCullough, William (Bill)",D,36.61%,2014
1840,FL07,"Murphy, Stephanie",D,100%,2014
1841,FL07,"Mica, John ",R,77.16%,2014
1842,FL08,"Posey, Bill ",R,100%,2014
1843,FL08,"Westbrook, Corry",D,100%,2014
1844,FL09,"Soto, Darren",D,36.26%,2014
1845,FL09,"Liebnitzky, Wayne",R,67.56%,2014
1846,FL10,"Demings, Val",D,57.12%,2014
1847,FL10,"Lowe, Thuy",R,100%,2014
1848,FL11,"Webster, Daniel ",R,59.81%,2014
1849,FL11,"Koller, Dave",D,100%,2014
1850,FL12,"Bilirakis, Gus Michael ",R,100%,2014
1851,FL12,"Tager, Robert Matthew ",D,100%,2014
1852,FL13,"Crist, Charlie ",D,100%,2014
1853,FL13,"Jolly, David W.",R,75.10%,2014
1854,FL14,"Castor, Kathy ",D,100%,2014
1855,FL14,"Quinn, Christine",R,100%,2014
1856,FL15,"Ross, Dennis A.",R,100%,2014
1857,FL15,"Lange, Jim",D,100%,2014
1858,FL16,"Buchanan, Vern",R,80.63%,2014
1859,FL16,"Schneider, Jan",D,76.24%,2014
1860,FL17,"Rooney, Tom",R,100%,2014
1861,FL17,"Freeman, April",D,100%,2014
1862,FL18,"Mast, Brian",R,37.98%,2014
1863,FL18,"Perkins, Randy ",D,60.37%,2014
1864,FL19,"Rooney, Francis",R,52.73%,2014
1865,FL19,"Neeld, Robert M.",D,100%,2014
1866,FL20,"Hastings, Alcee L.",D,100%,2014
1867,FL20,"Stein, Gary  ",R,100%,2014
1868,FL21,"Frankel, Lois ",D,100%,2014
1869,FL21,"Spain, Paul ",R,100%,2014
1870,FL22,"Deutch, Ted",D,100%,2014
1871,FL22,"McGee, Andrea Leigh",R,100%,2014
1872,FL23,"Schultz, Debbie Wasserman",D,56.80%,2014
1873,FL23,"Kaufman, Joseph ""Joe""",R,73.05%,2014
1874,FL25,"Valdes, Alina",D,100%,2014
1875,FL26,"Garcia, Joe ",D,51.25%,2014
1876,FL27,"Ros-Lehtinen, Ileana",R,80.48%,2014
1877,FL27,"Fuhrman, Scott",D,58.93%,2014
1878,GA01,"Carter, Earl ""Buddy""",R,100.00%,2014
1879,GA02,"Bishop, Sanford",D,100.00%,2014
1880,GA02,"Duke, Greg",R,78.99%,2014
1881,GA03,"Ferguson, Drew",R,26.77%,2014
1882,GA03,"Pendley, Angela",D,50.20%,2014
1883,GA04,"Johnson, Henry C. ""Hank,"" Jr.",D,100.00%,2014
1884,GA04,"Armendariz, Victor ",R,100.00%,2014
1885,GA05,"Lewis, John R.",D,100.00%,2014
1886,GA05,"Bell, Douglas ",R,100.00%,2014
1887,GA06,"Price, Tom ",R,100.00%,2014
1888,GA06,"Stooksbury, Rodney ",D,100.00%,2014
1889,GA07,"Woodall, Rob",R,100.00%,2014
1890,GA07,"Malik, Rashid ",D,100.00%,2014
1891,GA08,"Scott, Austin ",R,77.76%,2014
1892,GA08,"Harris, James Neal",D,100.00%,2014
1893,GA09,"Collins, Doug ",R,61.27%,2014
1894,GA10,"Hice, Jody ",R,100.00%,2014
1895,GA11,"Loudermilk, Barry",R,60.27%,2014
1896,GA11,"Wilson, Don ",D,100.00%,2014
1897,GA12,"Allen, Rick ",R,78.96%,2014
1898,GA12,"McCracken, Patricia C.",D,62.25%,2014
1899,GA13,"Scott, David ",D,100.00%,2014
1900,GA14,"Graves, Tom ",R,75.65%,2014
1901,GU00,"Bordallo, Madeleine Zeien",D,62.81%,2014
1902,GU00,"Camacho, Felix P.",R,60.19%,2014
1903,HI01 - FULL TERM,"Hanabusa, Colleen Wakako",D,80.38%,2014
1904,HI01 - FULL TERM,"Ostrov, Shirlene D. (Shirl)",R,100.00%,2014
1905,HI02,"Gabbard, Tulsi",D,84.53%,2014
1906,HI02,"Kaaihue, Angela Aulani",R,55.90%,2014
1907,ID01,"Labrador, Raul R.",R,80.98%,2014
1908,ID01,"Piotrowski, James ",D,56.15%,2014
1909,ID02,"Simpson, Mike ",R,72.98%,2014
1910,ID02,"Martinez, Jennifer ",D,100.00%,2014
1911,IL01,"Rush, Bobby L.",D,71.44%,2014
1912,IL01,"Deuser, August (O'Neill)",R,73.78%,2014
1913,IL02,"Kelly, Robin",D,73.92%,2014
1914,IL02,"Morrow, John F",R,100.00%,2014
1915,IL03,"Lipinski, Daniel William",D,100.00%,2014
1916,IL04,"Gutierrez, Luis V.",D,75.17%,2014
1917,IL05,"Quigley, Mike",D,100.00%,2014
1918,IL06,"Roskam, Peter J.",R,68.78%,2014
1919,IL06,"Howland, Amanda",D,67.13%,2014
1920,IL07,"Davis, Danny K.",D,81.19%,2014
1921,IL08,"Krishnamoorthi, Raja",D,56.99%,2014
1922,IL08,"DiCianni, Peter ""Pete""",R,99.97%,2014
1923,IL09,"Schakowsky, Janice D",D,100.00%,2014
1924,IL09,"Lasonde, Joan McCarthy",R,100.00%,2014
1925,IL10,"Schneider, Brad",D,53.73%,2014
1926,IL10,"Dold, Robert ",R,100.00%,2014
1927,IL11,"Foster, Bill",D,100.00%,2014
1928,IL11,"Khouri, Tonia",R,36.94%,2014
1929,IL12,"Bost, Michael ",R,100.00%,2014
1930,IL12,"Baricevic, Charles ""C.J."" ",D,100.00%,2014
1931,IL13,"Davis, Rodney",R,76.95%,2014
1932,IL13,"Wicklund, Mark D ",D,100.00%,2014
1933,IL14,"Hultgren, Randall M. ""Randy""",R,100.00%,2014
1934,IL14,"Walz, Jim ",D,42.70%,2014
1935,IL15,"Shimkus, John M.",R,60.37%,2014
1936,IL16,"Kinzinger, Adam",R,100.00%,2014
1937,IL17,"Bustos, Cheri ",D,100.00%,2014
1938,IL17,"Harlan, Patrick",R,75.72%,2014
1939,IL18,"LaHood, Darin",R,100.00%,2014
1940,IN01,"Visclosky, Peter J.",D,79.97%,2014
1941,IN02,"Walorski, Jackie",R,69.78%,2014
1942,IN02,"Coleman, Lynn C.",D,73.75%,2014
1943,IN03,"Banks, Jim",R,34.29%,2014
1944,IN03,"Schrader, Tommy A.",D,37.50%,2014
1945,IN04,"Rokita, Todd  #",R,69.26%,2014
1946,IN04,"Dale, John",D,100.00%,2014
1947,IN05,"Brooks, Susan W.  #",R,69.50%,2014
1948,IN05,"Demaree, Angela ",D,74.92%,2014
1949,IN06,"Messer, Luke ",R,77.66%,2014
1950,IN06,"Welsh, Barry",D,35.60%,2014
1951,IN07,"Carson, André D.",D,85.64%,2014
1952,IN07,"Ping, Catherine (CAT)",R,53.07%,2014
1953,IN08,"Bucshon, Larry D.",R,65.05%,2014
1954,IN08,"Drake, Ron",D,50.05%,2014
1955,IN09,"Hollingsworth, Trey",R,33.55%,2014
1956,IN09,"Yoder, Shelli ",D,70.11%,2014
1957,IA01,"Blum, Rod",R,99.35%,2014
1958,IA01,"Vernon, Monica",D,67.50%,2014
1959,IA02,"Loebsack, Dave",D,99.01%,2014
1960,IA02,"Peters, Christopher",R,99.29%,2014
1961,IA03,"Young, David",R,84.78%,2014
1962,IA03,"Mowrer, Jim",D,49.55%,2014
1963,IA04,"King, Steve",R,64.63%,2014
1964,IA04,"Weaver, Kim",D,99.52%,2014
1965,KS04,"Giroux, Daniel B.",D,51.50%,2014
1966,KY01 - FULL TERM,"Comer, James R.",R,60.59%,2014
1967,KY01 - FULL TERM,"Gaskins, Samuel L.",D,100%,2014
1968,KY02,"Guthrie, S. Brett",R,100%,2014
1969,KY03,"Yarmuth, John A.",D,100%,2014
1970,KY03,"Bratcher, Harold",R,44.53%,2014
1971,KY04,"Massie, Thomas",R,100%,2014
1972,KY04,"Sidle, Calvin",D,100%,2014
1973,KY05,"Rogers, Harold ""Hal""",R,82.43%,2014
1974,KY06,"Barr, Andy",R,84.55%,2014
1975,KY06,"Kemper, Nancy Jo",D,80.09%,2014
1976,ME01,"Pingree, Chellie",D,100.00%,2014
1977,ME01,"Holbrook, Mark I.",R,50.14%,2014
1978,ME02,"Poliquin, Bruce",R,100.00%,2014
1979,ME02,"Cain, Emily Ann",D,100.00%,2014
1980,MD01,"Harris, Andy",R,78.38%,2014
1981,MD01,"Werner, Joe",D,51.01%,2014
1982,MD02,"Ruppersberger, C.A. Dutch",D,100.00%,2014
1983,MD02,"McDonough, Pat",R,71.42%,2014
1984,MD03,"Sarbanes, John",D,87.17%,2014
1985,MD03,"Plaster, Mark",R,63.61%,2014
1986,MD04,"Brown, Anthony G.",D,41.60%,2014
1987,MD04,"McDermott, George E.",R,45.76%,2014
1988,MD05,"Hoyer, Steny H.",D,75.89%,2014
1989,MD05,"Arness, Mark",R,53.26%,2014
1990,MD06,"Delaney, John K.",D,84.92%,2014
1991,MD06,"Hoeber, Amie",R,29.32%,2014
1992,MD07,"Cummings, Elijah",D,92.05%,2014
1993,MD07,"Vaughn, Corrogan R.",R,41.59%,2014
1994,MD08,"Raskin, Jamie",D,33.57%,2014
1995,MD08,"Cox, Dan",R,44.36%,2014
1996,MA01,"Neal, Richard E.",D,98.45%,2014
1997,MA02,"McGovern, James P.",D,99.24%,2014
1998,MA03,"Tsongas, Nicola S.",D,98.64%,2014
1999,MA03,"Wofford, Ann",R,99.07%,2014
2000,MA04,"Kennedy, Joseph P., III",D,98.66%,2014
2001,MA04,"Rosa, David A.",R,98.02%,2014
2002,MA05,"Clark, Katherine M.",D,98.51%,2014
2003,MA06,"Moulton, Seth",D,99.06%,2014
2004,MA07,"Capuano, Michael E.",D,98.26%,2014
2005,MA08,"Lynch, Stephen F. ",D,97.37%,2014
2006,MA08,"Burke, William",R,95.27%,2014
2007,MA09,"Keating, William Richard ",D,99.31%,2014
2008,MA09,"Alliegro, Mark C.",R,61.86%,2014
2009,MI01,"Bergman, Jack",R,38.63%,2014
2010,MI01,"Johnson, Lon",D,71.64%,2014
2011,MI02,"Huizenga, Bill",R,100.00%,2014
2012,MI02,"Murphy, Dennis B.",D,100.00%,2014
2013,MI03,"Amash, Justin",R,100.00%,2014
2014,MI03,"Smith, Douglas",D,100.00%,2014
2015,MI04,"Moolenaar, John ",R,100.00%,2014
2016,MI05,"Kildee, Daniel T.",D,100.00%,2014
2017,MI05,"Hardwick, Al",R,100.00%,2014
2018,MI06,"Upton, Fred",R,100.00%,2014
2019,MI06,"Clements, Paul",D,100.00%,2014
2020,MI07,"Walberg, Tim",R,75.17%,2014
2021,MI07,"Driskell, Gretchen D.",D,100.00%,2014
2022,MI08,"Bishop, Mike",R,100.00%,2014
2023,MI09,"Levin, Sander",D,100.00%,2014
2024,MI09,"Morse, Christopher R.",R,100.00%,2014
2025,MI10,"Mitchell, Paul ",R,37.95%,2014
2026,MI10,"Accavitti, Frank, Jr.",D,100.00%,2014
2027,MI11,"Trott, David A.",R,100.00%,2014
2028,MI11,"Kumar, Anil ",D,100.00%,2014
2029,MI12,"Dingell, Debbie",D,100.00%,2014
2030,MI12,"Jones, Jeff",R,100.00%,2014
2031,MI13,"Conyers, John, Jr.",D,60.80%,2014
2032,MI13,"Gorman, Jeff",R,100.00%,2014
2033,MI14,"Lawrence, Brenda L.",D,87.38%,2014
2034,MI14,"Klausner, Howard",R,100.00%,2014
2035,MN01,"Hagedorn, Jim",R,76.52%,2014
2036,MN02,"Lewis, Jason",R,48.91%,2014
2037,MN03,"Paulsen, Erik",R,100%,2014
2038,MN04,"Ryan, Greg",R,81.98%,2014
2039,MN05,"Drake, Frank Nelson",R,100.00%,2014
2040,MN06,"Emmer, Tom",R,68.74%,2014
2041,MN07,"Hughes, Dave",R,58.96%,2014
2042,MN08,"Mills, Stewart",R,100%,2014
2043,MS01,"Kelly, Trent",R,89.29%,2014
2044,MS01,"Owens, Jacob",D,100%,2014
2045,MS02,"Thompson, Bennie",D,100%,2014
2046,MS02,"Bouie, John, II",R,100.00%,2014
2047,MS03,"Harper, Gregg",R,89.10%,2014
2048,MS03,"Quinn, Dennis",D,65.45%,2014
2049,MS04,"Palazzo, Steven",R,100.00%,2014
2050,MS04,"Gladney, Mark",D,100%,2014
2051,MO01,"Clay, Lacy ",D,62.64%,2014
2052,MO01,"Bailey, Steven G. ",R,67.24%,2014
2053,MO02,"Wagner, Ann ",R,82.58%,2014
2054,MO02,"Otto, Bill",D,100.00%,2014
2055,MO03,"Luetkemeyer, Blaine",R,73.46%,2014
2056,MO03,"Miller, Kevin ",D,100.00%,2014
2057,MO04,"Hartzler, Vicky",R,72.48%,2014
2058,MO04,"Christensen, Gordon",D,62.73%,2014
2059,MO05,"Cleaver, Emanuel, II",D,88.21%,2014
2060,MO05,"Turk, Jacob ",R,68.03%,2014
2061,MO06,"Graves, Sam",R,76.21%,2014
2062,MO06,"Blackwell, David M. ",D,27.98%,2014
2063,MO07,"Long, Billy ",R,62.37%,2014
2064,MO07,"Williams, Genevieve (Gen)",D,52.14%,2014
2065,MO08,"Smith, Jason ",R,67.50%,2014
2066,MO08,"Cowell, Dave",D,100.00%,2014
2067,MT00,"Zinke, Ryan",R,100.00%,2014
2068,MT00,"Juneau, Denise",D,100.00%,2014
2069,NE01,"Fortenberry, Jeff",R,100.00%,2014
2070,NE01,"Wik, Daniel M.",D,100.00%,2014
2071,NE02,"Bacon, Don",R,65.97%,2014
2072,NE02,"Ashford, Brad",D,100.00%,2014
2073,NE03,"Smith, Adrian",R,100.00%,2014
2074,NV01,"Titus, Dina",D,82.37%,2014
2075,NV01,"Perry, Mary",R,25.05%,2014
2076,NV02,"Amodei, Mark E.",R,100%,2014
2077,NV02,"Evans, H. D. ""Chip""",D,45.12%,2014
2078,NV03,"Rosen, Jacky",D,62.19%,2014
2079,NV03,"Tarkanian, Danny",R,31.98%,2014
2080,NV04,"Kihuen, Ruben",D,39.94%,2014
2081,NV04,"Hardy, Cresent",R,76.79%,2014
2082,NH01,"Shea-Porter, Carol ",D,98.82%,2014
2083,NH01,"Guinta, Frank",R,46.47%,2014
2084,NH02,"Kuster, Ann McLane",D,99.33%,2014
2085,NH02,"Lawrence, Jim",R,39.69%,2014
2086,NJ01,"Norcross, Donald W.",D,70.29%,2014
2087,NJ02,"LoBiondo, Frank A.",R,100.00%,2014
2088,NJ02,"Cole, David H.",D,81.07%,2014
2089,NJ03,"MacArthur, Tom",R,100.00%,2014
2090,NJ03,"LaVergne, Frederick John",D,62.80%,2014
2091,NJ04,"Smith, Christopher H.",R,91.98%,2014
2092,NJ04,"Phillipson, Lorna",D,100.00%,2014
2093,NJ05,"Gottheimer, Joshua S.",D,100.00%,2014
2094,NJ05,"Garrett, Scott",R,82.20%,2014
2095,NJ06,"Pallone, Frank, Jr.",D,100.00%,2014
2096,NJ06,"Sonnek-Schmelz, Brent",R,100.00%,2014
2097,NJ07,"Lance, Leonard",R,53.90%,2014
2098,NJ07,"Jacob, Peter",D,100.00%,2014
2099,NJ08,"Sires, Albio",D,86.90%,2014
2100,NJ08,"Khan, Agha",R,100.00%,2014
2101,NJ09,"Pascrell, Bill, Jr.",D,100.00%,2014
2102,NJ09,"Castillo, Hector L.",R,100.00%,2014
2103,NJ10,"Payne, Donald M., Jr.",D,100.00%,2014
2104,NJ10,"Pinckney, David H.",R,100.00%,2014
2105,NJ11,"Frelinghuysen, Rodney P.",R,76.23%,2014
2106,NJ11,"Wenzel, Joseph M.",D,70.45%,2014
2107,NJ12,"Coleman, Bonnie Watson",D,93.63%,2014
2108,NJ12,"Uccio, Steven J.",R,100.00%,2014
2109,NM01,"Lujan Grisham, Michelle",D,100.00%,2014
2110,NM01,"Priem, Richard Gregory",R,100.00%,2014
2111,NM02,"Pearce, Steve",R,100.00%,2014
2112,NM02,"Soules, Merrie Lee",D,100.00%,2014
2113,NM03,"Lujan, Ben R",D,100.00%,2014
2114,NM03,"Romero, Michael H.",R,62.04%,2014
2115,NY01,"Zeldin, Lee M.",R,100%,2014
